ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0022626	3461	75	445	38	1.2074480913841447E-15	6.2356042731968665E-12	2.0194406486902515E-156	"cytosolic ribosome"
GO:0006614	3461	62	445	34	1.7944184958839904E-15	6.2356042731968665E-12	2.023496633189468E-134	"SRP-dependent cotranslational protein targeting to membrane"
GO:0006613	3461	64	445	34	6.483399395803769E-15	1.50198752669454E-11	7.063963888741802E-138	"cotranslational protein targeting to membrane"
GO:0005840	3461	98	445	43	1.1276777713968783E-14	1.959340127802076E-11	5.428880067400423E-193	"ribosome"
GO:0044391	3461	88	445	40	2.3513060079911342E-14	3.268315351107677E-11	2.0091344450817645E-177	"ribosomal subunit"
GO:0045047	3461	67	445	34	3.917983091019693E-14	4.538330413764477E-11	5.184149990461024E-143	"protein targeting to ER"
GO:0072599	3461	68	445	34	6.918209128626141E-14	6.30699116405889E-11	1.0386629326783835E-144	"establishment of protein localization to endoplasmic reticulum"
GO:0000184	3461	79	445	37	7.259845944240449E-14	6.30699116405889E-11	5.5498229213695415E-163	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0003735	3461	73	445	35	1.473947483545697E-13	1.1382150011825104E-10	4.1753867525274293E-153	"structural constituent of ribosome"
GO:0044445	3461	109	445	44	2.0904556563795778E-13	1.4528666811838065E-10	1.3582548221616605E-209	"cytosolic part"
GO:0070972	3461	75	445	35	4.0877271319251015E-13	2.582700324261769E-10	2.0194406486902515E-156	"protein localization to endoplasmic reticulum"
GO:0051704	3461	589	445	132	7.211924583610249E-13	4.176906321340936E-10	0.0	"multi-organism process"
GO:0006612	3461	81	445	36	1.170060673436121E-12	6.255324369523879E-10	3.1451065141461504E-166	"protein targeting to membrane"
GO:0006952	3461	293	445	80	2.5650124556037524E-12	1.2733454690318629E-9	0.0	"defense response"
GO:0034341	3461	47	445	26	3.2633430264132747E-12	1.3866889046107454E-9	1.6086087563951154E-107	"response to interferon-gamma"
GO:0071357	3461	29	445	20	3.391900917752902E-12	1.3866889046107454E-9	2.2949789214123087E-72	"cellular response to type I interferon"
GO:0060337	3461	29	445	20	3.391900917752902E-12	1.3866889046107454E-9	2.2949789214123087E-72	"type I interferon signaling pathway"
GO:0022625	3461	38	445	23	4.627474366106587E-12	1.7867192691355988E-9	2.0767974415647955E-90	"cytosolic large ribosomal subunit"
GO:0015934	3461	45	445	25	7.631883677234872E-12	2.7916627135148614E-9	8.679671902392181E-104	"large ribosomal subunit"
GO:0034340	3461	30	445	20	8.979203068349628E-12	3.1202730662514957E-9	2.006100455778617E-74	"response to type I interferon"
GO:0019083	3461	99	445	39	1.3279081787576524E-11	4.308821885973905E-9	1.59815381110156E-194	"viral transcription"
GO:0060333	3461	25	445	18	1.3639436185816678E-11	4.308821885973905E-9	5.6019541567843584E-64	"interferon-gamma-mediated signaling pathway"
GO:0019080	3461	108	445	41	1.579572409051542E-11	4.773055757786182E-9	4.1781912098323436E-208	"viral gene expression"
GO:0071346	3461	43	445	24	1.7817660767453965E-11	5.159697597241877E-9	5.119825460982581E-100	"cellular response to interferon-gamma"
GO:0045087	3461	196	445	59	4.037693303606066E-11	1.0890456757847915E-8	0.0	"innate immune response"
GO:0016032	3461	330	445	84	4.074127707971882E-11	1.0890456757847915E-8	0.0	"viral process"
GO:0044419	3461	348	445	87	4.824827753706357E-11	1.2419464032688586E-8	0.0	"interspecies interaction between organisms"
GO:0044403	3461	343	445	85	1.401266431444895E-10	3.423145672968589E-8	0.0	"symbiont process"
GO:0006955	3461	425	445	99	1.4283629426775406E-10	3.423145672968589E-8	0.0	"immune response"
GO:0009607	3461	172	445	53	1.6882574741922259E-10	3.91112981521199E-8	2.905586780204038E-296	"response to biotic stimulus"
