ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0005615	3401	653	35	23	1.8800918135795226E-9	3.8651785182208105E-6	0.0	"extracellular space"
GO:0044421	3401	668	35	23	3.005582051493632E-9	3.8651785182208105E-6	0.0	"extracellular region part"
GO:0005576	3401	739	35	23	2.363262409402998E-8	2.026103638994837E-5	0.0	"extracellular region"
GO:0070062	3401	592	35	20	1.165247802189226E-7	5.2961694059436636E-5	0.0	"extracellular exosome"
GO:1903561	3401	594	35	20	1.2354983062076976E-7	5.2961694059436636E-5	0.0	"extracellular vesicle"
GO:0043230	3401	594	35	20	1.2354983062076976E-7	5.2961694059436636E-5	0.0	"extracellular organelle"
GO:0072562	3401	36	35	6	1.1847540209588438E-6	4.353124774151637E-4	3.2615672000915724E-86	"blood microparticle"
GO:0016050	3401	407	35	15	3.8547609309381376E-6	0.0011516641041972528	0.0	"vesicle organization"
GO:0005788	3401	68	35	7	4.0299288249515065E-6	0.0011516641041972528	3.451774846586055E-144	"endoplasmic reticulum lumen"
GO:0050896	3401	1542	35	29	5.086084076129932E-6	0.0013081408243806184	0.0	"response to stimulus"
GO:0034774	3401	110	35	8	1.0549797638621246E-5	0.002466734502412168	3.148306910782461E-210	"secretory granule lumen"
GO:0051716	3401	1293	35	26	1.2937879015942969E-5	0.002529272695185124	0.0	"cellular response to stimulus"
GO:0060205	3401	114	35	8	1.376742524595324E-5	0.002529272695185124	4.306078039930767E-216	"cytoplasmic vesicle lumen"
GO:0031983	3401	114	35	8	1.376742524595324E-5	0.002529272695185124	4.306078039930767E-216	"vesicle lumen"
GO:0071944	3401	1401	35	27	1.5128667041391142E-5	0.002594062108697201	0.0	"cell periphery"
GO:0031982	3401	874	35	21	1.6791874571066564E-5	0.00269929383729895	0.0	"vesicle"
GO:0044459	3401	551	35	16	3.608759505280743E-5	0.005402007779255164	0.0	"plasma membrane part"
GO:0016192	3401	553	35	16	3.780565319851981E-5	0.005402007779255164	0.0	"vesicle-mediated transport"
GO:0005102	3401	218	35	10	4.227978895874628E-5	0.00572334827378397	0.0	"signaling receptor binding"
GO:0007166	3401	436	35	14	4.708580656588209E-5	0.006055234724372437	0.0	"cell surface receptor signaling pathway"
GO:0031410	3401	504	35	15	5.466592683341121E-5	0.0063909438097969834	0.0	"cytoplasmic vesicle"
GO:0097708	3401	504	35	15	5.466592683341121E-5	0.0063909438097969834	0.0	"intracellular vesicle"
GO:0070887	3401	587	35	16	8.066994146392454E-5	0.008226657371141706	0.0	"cellular response to chemical stimulus"
GO:0071363	3401	107	35	7	8.145917024561147E-5	0.008226657371141706	8.6817899902451E-206	"cellular response to growth factor stimulus"
GO:0002376	3401	522	35	15	8.316703979147071E-5	0.008226657371141706	0.0	"immune system process"
GO:0061024	3401	523	35	15	8.508041425132117E-5	0.008226657371141706	0.0	"membrane organization"
GO:0030665	3401	24	35	4	8.636071112784839E-5	0.008226657371141706	1.1734702625433798E-61	"clathrin-coated vesicle membrane"
GO:0044433	3401	347	35	12	9.989105623190188E-5	0.0091757070224447	0.0	"cytoplasmic vesicle part"
GO:0048871	3401	48	35	5	1.0698330547130247E-4	0.009488312471454825	5.266316742567193E-109	"multicellular organismal homeostasis"
GO:0070848	3401	113	35	7	1.1544411265984605E-4	0.00989740859203747	1.2419635609890023E-214	"response to growth factor"
GO:1990778	3401	81	35	6	1.415865613165866E-4	0.011537475708078223	1.3186042016506728E-165	"protein localization to cell periphery"
GO:0007178	3401	51	35	5	1.4354557646131536E-4	0.011537475708078223	1.7471542357143385E-114	"transmembrane receptor protein serine/threonine kinase signaling pathway"
GO:0007596	3401	52	35	5	1.5764566639538883E-4	0.01185699851709925	2.7120006046973125E-116	"blood coagulation"
GO:0007179	3401	28	35	4	1.6160710497622698E-4	0.01185699851709925	4.4417579317671984E-70	"transforming growth factor beta receptor signaling pathway"
GO:0071310	3401	488	35	14	1.6625160033596173E-4	0.01185699851709925	0.0	"cellular response to organic substance"
GO:0050817	3401	53	35	5	1.727839310610948E-4	0.01185699851709925	4.29190898922443E-118	"coagulation"
GO:0048869	3401	697	35	17	1.7776112986862198E-4	0.01185699851709925	0.0	"cellular developmental process"
GO:0042060	3401	85	35	6	1.852380080257513E-4	0.01185699851709925	5.28369113547561E-172	"wound healing"
GO:0098590	3401	430	35	13	1.863253240709084E-4	0.01185699851709925	0.0	"plasma membrane region"
GO:0042221	3401	774	35	18	1.866863243921702E-4	0.01185699851709925	0.0	"response to chemical"
GO:0007599	3401	54	35	5	1.8901125163338616E-4	0.01185699851709925	6.922433853582939E-120	"hemostasis"
GO:0001895	3401	12	35	3	2.0623820583354796E-4	0.0126296348905687	2.0393644278636067E-34	"retina homeostasis"
GO:0005886	3401	1388	35	25	2.2550895966904697E-4	0.013488582424855554	0.0	"plasma membrane"
GO:0044444	3401	2327	35	33	2.3216583576883478E-4	0.013571148399941889	0.0	"cytoplasmic part"
GO:0001894	3401	31	35	4	2.4295985945614655E-4	0.013688175399969393	3.124447080655854E-76	"tissue homeostasis"
GO:0012505	3401	948	35	20	2.448118461891882E-4	0.013688175399969393	0.0	"endomembrane system"
GO:0099503	3401	219	35	9	2.6088696749201244E-4	0.01390116497260762	0.0	"secretory vesicle"
GO:0004867	3401	13	35	3	2.6622017429250237E-4	0.01390116497260762	7.822879186270314E-37	"serine-type endopeptidase inhibitor activity"
GO:0030154	3401	648	35	16	2.7333162650709667E-4	0.01390116497260762	0.0	"cell differentiation"
GO:0043066	3401	173	35	8	2.7523487248941173E-4	0.01390116497260762	3.405876752361826E-296	"negative regulation of apoptotic process"
GO:1904375	3401	32	35	4	2.7564518413802046E-4	0.01390116497260762	2.966834023187166E-78	"regulation of protein localization to cell periphery"
GO:0042802	3401	390	35	12	3.0903527816068105E-4	0.015285360296716762	0.0	"identical protein binding"
GO:0043069	3401	178	35	8	3.348754938196673E-4	0.01545213568257639	1.645889046720158E-302	"negative regulation of programmed cell death"
GO:0071364	3401	14	35	3	3.364384129954424E-4	0.01545213568257639	3.232594705069303E-39	"cellular response to epidermal growth factor stimulus"
GO:0030193	3401	14	35	3	3.364384129954424E-4	0.01545213568257639	3.232594705069303E-39	"regulation of blood coagulation"
GO:1900046	3401	14	35	3	3.364384129954424E-4	0.01545213568257639	3.232594705069303E-39	"regulation of hemostasis"
GO:0007154	3401	1054	35	21	3.4311171493045056E-4	0.015482163698265243	0.0	"cell communication"
GO:0071560	3401	34	35	4	3.5032624484817085E-4	0.015497555247968958	2.933681849469788E-82	"cellular response to transforming growth factor beta stimulus"
GO:0000323	3401	180	35	8	3.615292826120286E-4	0.015497555247968958	5.10669887285782E-305	"lytic vacuole"
GO:0005764	3401	180	35	8	3.615292826120286E-4	0.015497555247968958	5.10669887285782E-305	"lysosome"
GO:0071559	3401	35	35	4	3.9264833061612096E-4	0.016030305102069035	3.049565332082747E-84	"response to transforming growth factor beta"
GO:0030863	3401	35	35	4	3.9264833061612096E-4	0.016030305102069035	3.049565332082747E-84	"cortical cytoskeleton"
GO:0030139	3401	63	35	5	3.930224398251533E-4	0.016030305102069035	1.1401224379667459E-135	"endocytic vesicle"
GO:0007165	3401	982	35	20	4.11483395997789E-4	0.016030305102069035	0.0	"signal transduction"
GO:0070527	3401	15	35	3	4.175857083353908E-4	0.016030305102069035	1.431618558486131E-41	"platelet aggregation"
GO:0070849	3401	15	35	3	4.175857083353908E-4	0.016030305102069035	1.431618558486131E-41	"response to epidermal growth factor"
GO:0050818	3401	15	35	3	4.175857083353908E-4	0.016030305102069035	1.431618558486131E-41	"regulation of coagulation"
GO:0071495	3401	235	35	9	4.4354758673168193E-4	0.01677653519226303	0.0	"cellular response to endogenous stimulus"
GO:0050794	3401	1864	35	29	4.526684622190322E-4	0.016873380939526825	0.0	"regulation of cellular process"
GO:0005773	3401	990	35	20	4.631291126515356E-4	0.016877361742433383	0.0	"vacuole"
GO:0044463	3401	237	35	9	4.724611374242626E-4	0.016877361742433383	0.0	"cell projection part"
GO:0120038	3401	237	35	9	4.724611374242626E-4	0.016877361742433383	0.0	"plasma membrane bounded cell projection part"
GO:0046903	3401	353	35	11	5.393817988260985E-4	0.01857095633631606	0.0	"secretion"
GO:0002576	3401	38	35	4	5.415325525753128E-4	0.01857095633631606	4.0510779138101285E-90	"platelet degranulation"
GO:0030136	3401	38	35	4	5.415325525753128E-4	0.01857095633631606	4.0510779138101285E-90	"clathrin-coated vesicle"
GO:0072659	3401	68	35	5	5.61698910362269E-4	0.019009073650680997	3.451774846586055E-144	"protein localization to plasma membrane"
GO:0005737	3401	2560	35	34	5.743743477193227E-4	0.019185595095248028	0.0	"cytoplasm"
GO:0032501	3401	1093	35	21	5.974674549766316E-4	0.019701106335896112	0.0	"multicellular organismal process"
GO:0061635	3401	4	35	2	6.095005985369895E-4	0.019843487840976417	1.797012729862905E-13	"regulation of protein complex stability"
GO:0019904	3401	149	35	7	6.429239237095341E-4	0.020277163995439936	6.31456245087187E-265	"protein domain specific binding"
GO:0045055	3401	197	35	8	6.663608696198555E-4	0.020277163995439936	0.0	"regulated exocytosis"
GO:0060548	3401	197	35	8	6.663608696198555E-4	0.020277163995439936	0.0	"negative regulation of cell death"
GO:0050789	3401	2016	35	30	6.809155098206521E-4	0.020277163995439936	0.0	"regulation of biological process"
GO:0002020	3401	71	35	5	6.861669597300125E-4	0.020277163995439936	3.1998749019999285E-149	"protease binding"
GO:0099500	3401	250	35	9	7.010856688359914E-4	0.020277163995439936	0.0	"vesicle fusion to plasma membrane"
GO:0006887	3401	250	35	9	7.010856688359914E-4	0.020277163995439936	0.0	"exocytosis"
GO:0140029	3401	250	35	9	7.010856688359914E-4	0.020277163995439936	0.0	"exocytic process"
GO:0030141	3401	199	35	8	7.129878691901977E-4	0.020277163995439936	0.0	"secretory granule"
GO:0009611	3401	109	35	6	7.17975198674747E-4	0.020277163995439936	9.422023954835748E-209	"response to wounding"
GO:0043062	3401	72	35	5	7.319365783568377E-4	0.020277163995439936	6.918648436770267E-151	"extracellular structure organization"
GO:0048583	3401	704	35	16	7.322196048825828E-4	0.020277163995439936	0.0	"regulation of response to stimulus"
GO:0005905	3401	18	35	3	7.331944990575095E-4	0.020277163995439936	1.807143947845818E-48	"clathrin-coated pit"
GO:0030168	3401	18	35	3	7.331944990575095E-4	0.020277163995439936	1.807143947845818E-48	"platelet activation"
GO:0050878	3401	73	35	5	7.799618022058927E-4	0.02134108250291017	1.5171563108581102E-152	"regulation of body fluid levels"
GO:0005783	3401	432	35	12	8.024538882942387E-4	0.02172538316518718	0.0	"endoplasmic reticulum"
GO:0005515	3401	2431	35	33	8.254164091086023E-4	0.022114281294034633	0.0	"protein binding"
GO:0030198	3401	43	35	4	8.728955392564352E-4	0.02314523017492321	1.091074553064799E-99	"extracellular matrix organization"
GO:0030135	3401	75	35	5	8.830616063564137E-4	0.023175861750496896	7.604789417143719E-156	"coated vesicle"
GO:0045026	3401	259	35	9	9.076319891829397E-4	0.023580095718974958	0.0	"plasma membrane fusion"
GO:0006906	3401	260	35	9	9.333829598442577E-4	0.02391093813379538	0.0	"vesicle fusion"
GO:0023052	3401	1040	35	20	9.389598567314672E-4	0.02391093813379538	0.0	"signaling"
GO:0005198	3401	209	35	8	9.876533141455963E-4	0.02473903254105993	0.0	"structural molecule activity"
GO:0005577	3401	5	35	2	0.0010092671787911604	0.02473903254105993	2.6449996024008707E-16	"fibrinogen complex"
GO:0043394	3401	5	35	2	0.0010092671787911604	0.02473903254105993	2.6449996024008707E-16	"proteoglycan binding"
GO:0030856	3401	20	35	3	0.0010099527281536907	0.02473903254105993	6.002065674854329E-53	"regulation of epithelial cell differentiation"
GO:0090174	3401	264	35	9	0.0010424682616133986	0.025294607253487374	0.0	"organelle membrane fusion"
GO:0006996	3401	1317	35	23	0.0010574946478745795	0.02541940405919083	0.0	"organelle organization"
GO:0061134	3401	46	35	4	0.0011292102688777634	0.026685737294609525	2.6267785646924133E-105	"peptidase regulator activity"
GO:0065008	3401	731	35	16	0.001131217050274749	0.026685737294609525	0.0	"regulation of biological quality"
GO:0044437	3401	164	35	7	0.0011413029169545287	0.026685737294609525	1.1699167304138277E-284	"vacuolar part"
GO:0034109	3401	21	35	3	0.0011699912417129556	0.02686801315790823	3.727991102394463E-55	"homotypic cell-cell adhesion"
GO:0031093	3401	21	35	3	0.0011699912417129556	0.02686801315790823	3.727991102394463E-55	"platelet alpha granule lumen"
GO:0005938	3401	80	35	5	0.0011853036583846536	0.02692294141476606	5.406277226779864E-164	"cell cortex"
GO:0048284	3401	269	35	9	0.0011933185541537056	0.02692294141476606	0.0	"organelle fusion"
GO:0005201	3401	22	35	3	0.001345201266802728	0.029826359122557038	2.426503084404948E-57	"extracellular matrix structural constituent"
GO:0061041	3401	22	35	3	0.001345201266802728	0.029826359122557038	2.426503084404948E-57	"regulation of wound healing"
GO:0032940	3401	333	35	10	0.001389740615898534	0.03055053729992333	0.0	"secretion by cell"
GO:0048523	3401	903	35	18	0.001408356869671688	0.030697405667759164	0.0	"negative regulation of cellular process"
GO:0050790	3401	462	35	12	0.0014724281284202436	0.031064096305213673	0.0	"regulation of catalytic activity"
GO:0043687	3401	125	35	6	0.0014769290425149025	0.031064096305213673	6.69720644778589E-232	"post-translational protein modification"
GO:0035255	3401	6	35	2	0.0015041195821305852	0.031064096305213673	4.673144173838235E-19	"ionotropic glutamate receptor binding"
GO:0006953	3401	6	35	2	0.0015041195821305852	0.031064096305213673	4.673144173838235E-19	"acute-phase response"
GO:0030149	3401	6	35	2	0.0015041195821305852	0.031064096305213673	4.673144173838235E-19	"sphingolipid catabolic process"
