ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0003723	5227	971	142	56	3.2671721456556175E-9	1.548312879826197E-5	0.0	"RNA binding"
GO:0016032	5227	492	142	35	5.487594733005226E-8	1.068384198302493E-4	0.0	"viral process"
GO:0044419	5227	721	142	44	6.763352173259082E-8	1.068384198302493E-4	0.0	"biological process involved in interspecies interaction between organisms"
GO:0044403	5227	510	142	35	1.360092377451112E-7	1.6113694441852048E-4	0.0	"biological process involved in symbiotic interaction"
GO:0005576	5227	968	142	52	1.9235793053741405E-7	1.8231684656336102E-4	0.0	"extracellular region"
GO:0070062	5227	734	142	43	3.3212906051851776E-7	2.1466951715988887E-4	0.0	"extracellular exosome"
GO:1903561	5227	737	142	43	3.731143660054516E-7	2.1466951715988887E-4	0.0	"extracellular vesicle"
GO:0043230	5227	737	142	43	3.731143660054516E-7	2.1466951715988887E-4	0.0	"extracellular organelle"
GO:1990904	5227	437	142	31	4.0768635881810507E-7	2.1466951715988887E-4	0.0	"ribonucleoprotein complex"
GO:0005615	5227	835	142	46	6.78062074119828E-7	3.213336169253865E-4	0.0	"extracellular space"
GO:0043604	5227	434	142	30	1.1411799278776853E-6	4.916410616556682E-4	0.0	"amide biosynthetic process"
GO:0070161	5227	327	142	25	1.7074873192612008E-6	6.743152004982359E-4	0.0	"anchoring junction"
GO:0003729	5227	167	142	17	2.097363711939075E-6	7.645697408368674E-4	2.4723E-320	"mRNA binding"
GO:0031982	5227	1179	142	56	3.4185850876461976E-6	0.001141447716257787	0.0	"vesicle"
GO:0043603	5227	508	142	32	3.6129385405922787E-6	0.001141447716257787	0.0	"cellular amide metabolic process"
GO:0043043	5227	391	142	27	4.45443330968949E-6	0.001319347465913656	0.0	"peptide biosynthetic process"
GO:0001649	5227	79	142	11	7.493678210120526E-6	0.002033438775426358	2.9307025376893564E-177	"osteoblast differentiation"
GO:0051128	5227	854	142	44	8.304014503546107E-6	0.002033438775426358	0.0	"regulation of cellular component organization"
GO:1901363	5227	2404	142	91	8.354117894977196E-6	0.002033438775426358	0.0	"heterocyclic compound binding"
GO:0006518	5227	431	142	28	9.369920428551755E-6	0.002033438775426358	0.0	"peptide metabolic process"
GO:0006412	5227	383	142	26	9.439893027934137E-6	0.002033438775426358	0.0	"translation"
GO:0006414	5227	383	142	26	9.439893027934137E-6	0.002033438775426358	0.0	"translational elongation"
GO:0097159	5227	2417	142	91	1.0953001774559895E-5	0.0022567945830277974	0.0	"organic cyclic compound binding"
GO:0051130	5227	437	142	28	1.2189652856466817E-5	0.0024069485369498434	0.0	"positive regulation of cellular component organization"
GO:0070887	5227	905	142	45	1.620407093894054E-5	0.0030716436871855686	0.0	"cellular response to chemical stimulus"
GO:0071840	5227	2640	142	96	2.1828252860087237E-5	0.003849018488820702	0.0	"cellular component organization or biogenesis"
GO:0001503	5227	122	142	13	2.1929415319299208E-5	0.003849018488820702	9.67843431934782E-251	"ossification"
GO:0030054	5227	636	142	35	2.3985986863234914E-5	0.004059628276602509	0.0	"cell junction"
GO:0034248	5227	244	142	19	2.6942485274180663E-5	0.004245263869127417	0.0	"regulation of cellular amide metabolic process"
