ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0060255	11327	3912	2781	1286	2.1451674122926437E-49	2.9026260255731764E-45	0.0	"regulation of macromolecule metabolic process"
GO:0010468	11327	2945	2781	1021	1.0601810409693196E-47	6.495917801953425E-44	0.0	"regulation of gene expression"
GO:0005634	11327	5115	2781	1586	1.4402300942916469E-47	6.495917801953425E-44	0.0	"nucleus"
GO:0019222	11327	4241	2781	1358	1.2651603827289198E-45	4.279721284676253E-42	0.0	"regulation of metabolic process"
GO:0016070	11327	3153	2781	1063	2.056753920525449E-43	5.054370235848408E-40	0.0	"RNA metabolic process"
GO:0050789	11327	6472	2781	1898	2.241240219872179E-43	5.054370235848408E-40	0.0	"regulation of biological process"
GO:0065007	11327	6838	2781	1977	1.0908500974159777E-41	2.1086132383050848E-38	0.0	"biological regulation"
GO:0090304	11327	3540	2781	1155	2.929927151822786E-40	4.955605536414265E-37	0.0	"nucleic acid metabolic process"
GO:0080090	11327	3868	2781	1239	1.0932251829044282E-39	1.643603327764424E-36	0.0	"regulation of primary metabolic process"
GO:0031981	11327	3355	2781	1103	1.6477169563131357E-39	2.229525813587304E-36	0.0	"nuclear lumen"
GO:0051171	11327	3762	2781	1210	2.356440673732706E-39	2.8986362505706587E-36	0.0	"regulation of nitrogen compound metabolic process"
GO:0010467	11327	3656	2781	1182	2.604008656270377E-39	2.9362367606662057E-36	0.0	"gene expression"
GO:0044428	11327	3610	2781	1166	2.6295036380245035E-38	2.7369087481622734E-35	0.0	"nuclear part"
GO:0006139	11327	3980	2781	1261	7.146625159716377E-38	6.907213216865878E-35	0.0	"nucleobase-containing compound metabolic process"
GO:0031323	11327	3970	2781	1254	8.956038327918731E-37	8.078943641004558E-34	0.0	"regulation of cellular metabolic process"
GO:0046483	11327	4060	2781	1274	5.733018187689332E-36	4.848341818601522E-33	0.0	"heterocycle metabolic process"
GO:0006725	11327	4077	2781	1277	1.245790309432725E-35	9.915758045255412E-33	0.0	"cellular aromatic compound metabolic process"
GO:0050794	11327	6139	2781	1787	3.662033666959034E-35	2.7528320859790384E-32	0.0	"regulation of cellular process"
GO:0003676	11327	2878	2781	957	6.676838308661631E-35	4.7549631133947644E-32	0.0	"nucleic acid binding"
GO:0051252	11327	2489	2781	849	1.4951333960116758E-34	1.0115324990716992E-31	0.0	"regulation of RNA metabolic process"
GO:0019219	11327	2757	2781	922	2.2775857398241796E-34	1.4675244116933798E-31	0.0	"regulation of nucleobase-containing compound metabolic process"
GO:2000112	11327	2631	2781	887	3.0645021215023465E-34	1.8848081002749205E-31	0.0	"regulation of cellular macromolecule biosynthetic process"
GO:0010629	11327	1294	2781	502	7.000422649399526E-34	4.118379081261956E-31	0.0	"negative regulation of gene expression"
GO:0048519	11327	3292	2781	1061	4.267417765715851E-33	2.4059345744958827E-30	0.0	"negative regulation of biological process"
GO:0010605	11327	1818	2781	654	5.102238468725967E-33	2.7615355488132425E-30	0.0	"negative regulation of macromolecule metabolic process"
GO:0006355	11327	2253	2781	777	7.319623409749617E-33	3.8093009368200796E-30	0.0	"regulation of transcription, DNA-templated"
GO:1901360	11327	4206	2781	1297	1.5999054415649303E-32	8.017896492524101E-30	0.0	"organic cyclic compound metabolic process"
GO:1903506	11327	2296	2781	787	2.546689943437994E-32	1.2306879151664106E-29	0.0	"regulation of nucleic acid-templated transcription"
GO:0006351	11327	2380	2781	810	3.204026397040842E-32	1.4949545233917114E-29	0.0	"transcription, DNA-templated"
GO:0010556	11327	2704	2781	899	3.506950378813299E-32	1.5154276701343338E-29	0.0	"regulation of macromolecule biosynthetic process"
GO:0097659	11327	2413	2781	819	3.5119304496782485E-32	1.5154276701343338E-29	0.0	"nucleic acid-templated transcription"
GO:2001141	11327	2298	2781	787	3.5838951625377784E-32	1.5154276701343338E-29	0.0	"regulation of RNA biosynthetic process"
GO:0032774	11327	2428	2781	822	7.016930417811667E-32	2.877154105557869E-29	0.0	"RNA biosynthetic process"
GO:0005654	11327	2753	2781	911	7.656146737431908E-32	3.046921220711504E-29	0.0	"nucleoplasm"
GO:0044271	11327	3525	2781	1115	2.7022184602270364E-31	1.0446776567237724E-28	0.0	"cellular nitrogen compound biosynthetic process"
GO:0009892	11327	1958	2781	686	9.722507467371455E-31	3.65431245947231E-28	0.0	"negative regulation of metabolic process"
GO:0043170	11327	6010	2781	1732	1.1664038513930145E-29	4.2655704089726696E-27	0.0	"macromolecule metabolic process"
GO:0044260	11327	5325	2781	1565	1.2514813629197993E-29	4.45626166359679E-27	0.0	"cellular macromolecule metabolic process"
GO:0031326	11327	2828	2781	921	2.528266787333835E-29	8.77178920497798E-27	0.0	"regulation of cellular biosynthetic process"
GO:0009889	11327	2875	2781	933	3.654394401983237E-29	1.2361902663308795E-26	0.0	"regulation of biosynthetic process"
GO:0034641	11327	4442	2781	1342	3.827315182919193E-29	1.2631073595141367E-26	0.0	"cellular nitrogen compound metabolic process"
GO:0034654	11327	2996	2781	964	8.184984215111151E-29	2.6369290813016426E-26	0.0	"nucleobase-containing compound biosynthetic process"
GO:0018130	11327	3040	2781	974	2.0935854122713283E-28	6.587977724056591E-26	0.0	"heterocycle biosynthetic process"
GO:0019438	11327	3036	2781	972	3.421880681150547E-28	1.0523060794692738E-25	0.0	"aromatic compound biosynthetic process"
GO:0034645	11327	3327	2781	1049	3.899423032071297E-28	1.151494064251255E-25	0.0	"cellular macromolecule biosynthetic process"
GO:0043228	11327	3460	2781	1084	3.9146202760740324E-28	1.151494064251255E-25	0.0	"non-membrane-bounded organelle"
GO:0043232	11327	3453	2781	1082	4.251278021100374E-28	1.2239158064576417E-25	0.0	"intracellular non-membrane-bounded organelle"
GO:0070013	11327	4079	2781	1244	5.437402540089474E-28	1.4714698753990134E-25	0.0	"intracellular organelle lumen"
GO:0043233	11327	4079	2781	1244	5.437402540089474E-28	1.4714698753990134E-25	0.0	"organelle lumen"
GO:0031974	11327	4079	2781	1244	5.437402540089474E-28	1.4714698753990134E-25	0.0	"membrane-enclosed lumen"
GO:0048523	11327	2962	2781	949	1.8486354594151E-27	4.904683608107003E-25	0.0	"negative regulation of cellular process"
GO:1901363	11327	4170	2781	1264	2.7403912997938847E-27	7.130814361059818E-25	0.0	"heterocyclic compound binding"
GO:0097159	11327	4206	2781	1272	4.890522823956617E-27	1.2485597043576788E-24	0.0	"organic cyclic compound binding"
GO:0005488	11327	8977	2781	2395	1.501946152608234E-26	3.763487664989262E-24	0.0	"binding"
GO:0051172	11327	1596	2781	567	1.5699491242926048E-26	3.862360291055134E-24	0.0	"negative regulation of nitrogen compound metabolic process"
GO:0003677	11327	1684	2781	592	1.8904071572793127E-26	4.567696293776139E-24	0.0	"DNA binding"
GO:0009059	11327	3403	2781	1061	2.206267410337776E-26	5.2373691805755166E-24	0.0	"macromolecule biosynthetic process"
GO:0005515	11327	7468	2781	2059	3.294647344559047E-26	7.68618503779801E-24	0.0	"protein binding"
GO:0005622	11327	9291	2781	2459	5.664252129921587E-26	1.2990338232198135E-23	0.0	"intracellular"
GO:1901362	11327	3131	2781	987	6.685274359263839E-26	1.5076407892533168E-23	0.0	"organic cyclic compound biosynthetic process"
GO:0006366	11327	1493	2781	534	1.1904705347338016E-25	2.6406978369644373E-23	0.0	"transcription by RNA polymerase II"
GO:0006357	11327	1371	2781	497	3.0026113994544992E-25	6.552957233228844E-23	0.0	"regulation of transcription by RNA polymerase II"
GO:0006807	11327	6483	2781	1824	3.3125039995335893E-25	7.114522478998253E-23	0.0	"nitrogen compound metabolic process"
GO:0031324	11327	1690	2781	588	6.086327507173765E-25	1.2867827734307532E-22	0.0	"negative regulation of cellular metabolic process"
GO:0044424	11327	9138	2781	2422	1.2343308446993125E-24	2.5694970245579073E-22	0.0	"intracellular part"
GO:0010604	11327	2068	2781	690	6.95258465380336E-24	1.4226861806128367E-21	0.0	"positive regulation of macromolecule metabolic process"
GO:0051253	11327	873	2781	343	7.044562419707342E-24	1.4226861806128367E-21	0.0	"negative regulation of RNA metabolic process"
GO:2000113	11327	992	2781	378	1.9984813586752522E-23	3.9766840094463E-21	0.0	"negative regulation of cellular macromolecule biosynthetic process"
GO:0010628	11327	1228	2781	448	2.842800112882878E-23	5.57477222136496E-21	0.0	"positive regulation of gene expression"
GO:0048518	11327	3603	2781	1097	4.8412099160428524E-23	9.358058767710834E-21	0.0	"positive regulation of biological process"
GO:0010558	11327	1042	2781	390	1.7223191233193793E-22	3.2823521207935944E-20	0.0	"negative regulation of macromolecule biosynthetic process"
GO:0009893	11327	2206	2781	722	1.751371321109852E-22	3.2913618536024176E-20	0.0	"positive regulation of metabolic process"
