ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0045087	10467	502	51	15	8.558680089480636E-9	1.3956695689954337E-5	0.0	"innate immune response"
GO:0034097	10467	680	51	17	9.83212095100693E-9	1.3956695689954337E-5	0.0	"response to cytokine"
GO:0071345	10467	631	51	16	2.492782498469358E-8	2.3590031710515025E-5	0.0	"cellular response to cytokine stimulus"
GO:0006952	10467	814	51	17	1.396445171109936E-7	9.911269601952771E-5	0.0	"defense response"
GO:0071310	10467	1479	51	22	4.372500063517193E-7	2.482705536065062E-4	0.0	"cellular response to organic substance"
GO:0019221	10467	439	51	12	9.129187916287612E-7	4.2354989328259596E-4	0.0	"cytokine-mediated signaling pathway"
GO:0071346	10467	112	51	7	1.0443287259521563E-6	4.2354989328259596E-4	2.1587540907045234E-268	"cellular response to interferon-gamma"
GO:0034341	10467	119	51	7	1.5735440068793028E-6	5.584114294412926E-4	4.7839578200837706E-282	"response to interferon-gamma"
GO:0002376	10467	1617	51	22	2.069280048955351E-6	6.133244367112105E-4	0.0	"immune system process"
GO:0070887	10467	1771	51	23	2.3903537523933943E-6	6.133244367112105E-4	0.0	"cellular response to chemical stimulus"
GO:0010033	10467	1779	51	23	2.5897065088840977E-6	6.133244367112105E-4	0.0	"response to organic substance"
GO:0006955	10467	1119	51	18	2.5924245299522813E-6	6.133244367112105E-4	0.0	"immune response"
GO:0007154	10467	3440	51	33	3.0539575063094276E-6	6.669373354163434E-4	0.0	"cell communication"
GO:0007165	10467	3268	51	32	3.331826281701805E-6	6.75646772410816E-4	0.0	"signal transduction"
GO:0003823	10467	23	51	4	4.134651029134779E-6	7.504860533380633E-4	9.270181202943603E-71	"antigen binding"
GO:0002684	10467	603	51	13	4.2295797299785185E-6	7.504860533380633E-4	0.0	"positive regulation of immune system process"
GO:0002682	10467	846	51	15	7.271914692630193E-6	0.0012144097536692423	0.0	"regulation of immune system process"
GO:0023052	10467	3426	51	32	1.0207994357181984E-5	0.0016100275544466474	0.0	"signaling"
GO:0050778	10467	469	51	11	1.2161533033174004E-5	0.0017550121028516053	0.0	"positive regulation of immune response"
GO:0007166	10467	1515	51	20	1.2363593538933463E-5	0.0017550121028516053	0.0	"cell surface receptor signaling pathway"
GO:0051716	10467	4049	51	35	1.3739727450420944E-5	0.001760869150471246	0.0	"cellular response to stimulus"
GO:0060333	10467	64	51	5	1.3791215323984074E-5	0.001760869150471246	8.291090435417137E-169	"interferon-gamma-mediated signaling pathway"
GO:0071357	10467	65	51	5	1.4885825858157767E-5	0.001760869150471246	5.1804371653042895E-171	"cellular response to type I interferon"
GO:0060337	10467	65	51	5	1.4885825858157767E-5	0.001760869150471246	5.1804371653042895E-171	"type I interferon signaling pathway"
GO:0042221	10467	2283	51	25	1.577818866735289E-5	0.0017917711050645941	0.0	"response to chemical"
GO:0050776	10467	582	51	12	1.678319719569772E-5	0.001832596032253301	0.0	"regulation of immune response"
GO:0002699	10467	115	51	6	1.8573882343211038E-5	0.0018839571673012739	2.881109940210019E-274	"positive regulation of immune effector process"
GO:0034340	10467	68	51	5	1.8580768117096043E-5	0.0018839571673012739	1.3844229058079067E-177	"response to type I interferon"
GO:0042605	10467	12	51	3	2.3246346639783057E-5	0.002275737176218762	2.7874670034475555E-40	"peptide antigen binding"
GO:0065009	10467	2036	51	23	2.671909095631318E-5	0.002528516640832437	0.0	"regulation of molecular function"
GO:0045071	10467	38	51	4	3.265780034612204E-5	0.0029908224252464667	9.873691889082908E-109	"negative regulation of viral genome replication"
GO:0006950	10467	2251	51	24	4.263901590858955E-5	0.0037828801926401796	0.0	"response to stress"
