ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0043232	11566	3510	1212	538	6.940828401250149E-28	6.474853221878098E-24	0.0	"intracellular non-membrane-bounded organelle"
GO:0043228	11566	3517	1212	538	1.2086714993238935E-27	6.474853221878098E-24	0.0	"non-membrane-bounded organelle"
GO:0050789	11566	6580	1212	859	2.5398241633978814E-26	7.236423710656268E-23	0.0	"regulation of biological process"
GO:0065007	11566	6952	1212	895	2.701670229851136E-26	7.236423710656268E-23	0.0	"biological regulation"
GO:0007049	11566	1383	1212	266	1.1092180731972843E-25	2.376832487247141E-22	0.0	"cell cycle"
GO:0005634	11566	5186	1212	712	7.145629196657167E-25	1.2759711868830815E-21	0.0	"nucleus"
GO:0022402	11566	1128	1212	226	4.9923238912669204E-24	7.641108310147683E-21	0.0	"cell cycle process"
GO:0005515	11566	7582	1212	944	4.151180923945911E-23	5.559469052394561E-20	0.0	"protein binding"
GO:0000280	11566	876	1212	187	4.917651726423639E-23	5.854191177433652E-20	0.0	"nuclear division"
GO:0048285	11566	906	1212	191	7.33915362356652E-23	7.863169192289168E-20	0.0	"organelle fission"
GO:0005694	11566	1296	1212	243	1.0426763263175478E-21	1.0155667418332915E-18	0.0	"chromosome"
GO:0005488	11566	9135	1212	1077	1.3733416646699732E-21	1.2261652162728412E-18	0.0	"binding"
GO:0044428	11566	3649	1212	531	1.732316000877774E-21	1.427694894877267E-18	0.0	"nuclear part"
GO:0000278	11566	802	1212	172	2.1675415842924454E-21	1.4514400333818288E-18	0.0	"mitotic cell cycle"
GO:1903047	11566	802	1212	172	2.1675415842924454E-21	1.4514400333818288E-18	0.0	"mitotic cell cycle process"
GO:0140014	11566	802	1212	172	2.1675415842924454E-21	1.4514400333818288E-18	0.0	"mitotic nuclear division"
GO:0060255	11566	3983	1212	568	2.458145158824112E-21	1.5492098371553845E-18	0.0	"regulation of macromolecule metabolic process"
GO:0044446	11566	6725	1212	855	3.268780439700377E-21	1.945650757274991E-18	0.0	"intracellular organelle part"
GO:0050794	11566	6238	1212	806	4.4963059286902546E-21	2.5354432484203885E-18	0.0	"regulation of cellular process"
GO:0044422	11566	6810	1212	862	7.39669073775096E-21	3.962407228213189E-18	0.0	"organelle part"
GO:0031981	11566	3392	1212	499	8.411093273331755E-21	4.291259682403639E-18	0.0	"nuclear lumen"
GO:0019222	11566	4316	1212	601	2.2824461665214207E-20	1.1115512830959317E-17	0.0	"regulation of metabolic process"
GO:0044427	11566	1201	1212	226	2.564025864346636E-20	1.1943901352439069E-17	0.0	"chromosomal part"
GO:0009987	11566	9158	1212	1074	7.262923058753283E-20	3.242289902145111E-17	0.0	"cellular process"
GO:0044424	11566	9273	1212	1082	2.6669979994997973E-19	1.1429686626656332E-16	0.0	"intracellular part"
GO:0008150	11566	9860	1212	1129	3.7549055909670993E-19	1.5473099423700577E-16	0.0	"biological_process"
GO:0005622	11566	9441	1212	1095	5.650484250777837E-19	2.242195861586435E-16	0.0	"intracellular"
GO:0005654	11566	2781	1212	420	8.347781325603606E-19	3.194218897232751E-16	0.0	"nucleoplasm"
GO:0043229	11566	8407	1212	1004	1.6073405833357126E-18	5.938292072365113E-16	0.0	"intracellular organelle"
GO:0016043	11566	5448	1212	714	2.0788778573829433E-18	7.424365788000285E-16	0.0	"cellular component organization"
GO:0071840	11566	5571	1212	726	3.2337674649284338E-18	1.1176317619110722E-15	0.0	"cellular component organization or biogenesis"
GO:0051726	11566	909	1212	179	4.2966353753597246E-18	1.4385672316126279E-15	0.0	"regulation of cell cycle"
GO:0043226	11566	8715	1212	1030	4.586405852790644E-18	1.489053100206029E-15	0.0	"organelle"
GO:0005623	11566	9837	1212	1122	3.881537206518743E-17	1.223140871489465E-14	0.0	"cell"
GO:0051171	11566	3827	1212	532	7.383697270969521E-17	2.260255216033356E-14	0.0	"regulation of nitrogen compound metabolic process"
GO:0044464	11566	9828	1212	1120	1.1491811204106071E-16	3.420090701133124E-14	0.0	"cell part"
GO:0098687	11566	280	1212	78	1.6050909015378536E-16	4.6478226808315034E-14	0.0	"chromosomal region"
GO:0003676	11566	2914	1212	426	1.9623866552236018E-16	5.53289753264886E-14	0.0	"nucleic acid binding"
GO:0000000	11566	10650	1212	1180	3.5711779183991213E-16	9.810666722494408E-14	0.0	"Gene Ontology"
GO:0005575	11566	10313	1212	1156	4.425720176165237E-16	1.1854291491858587E-13	0.0	"cellular_component"
GO:0090304	11566	3591	1212	502	4.550142329127031E-16	1.189029875957732E-13	0.0	"nucleic acid metabolic process"
GO:0007059	11566	252	1212	72	5.64287528902587E-16	1.4394706153957897E-13	0.0	"chromosome segregation"
GO:0010564	11566	592	1212	127	6.737677189875043E-16	1.6787784514493305E-13	0.0	"regulation of cell cycle process"
GO:0031323	11566	4040	1212	551	8.049165443427385E-16	1.959971785474568E-13	0.0	"regulation of cellular metabolic process"
GO:0080090	11566	3934	1212	539	9.14753429276738E-16	2.1779262758379934E-13	0.0	"regulation of primary metabolic process"
GO:0048519	11566	3350	1212	473	1.0856633620868494E-15	2.5286515785648925E-13	0.0	"negative regulation of biological process"
GO:0051704	11566	1445	1212	242	3.453334982903287E-15	7.87213425677145E-13	0.0	"multi-organism process"
GO:0051276	11566	908	1212	170	5.081800943385458E-15	1.134300318904829E-12	0.0	"chromosome organization"
GO:0044430	11566	1235	1212	214	5.358581955672558E-15	1.1716703484301182E-12	0.0	"cytoskeletal part"
GO:0098813	11566	202	1212	61	6.220850054412936E-15	1.3330037496596039E-12	0.0	"nuclear chromosome segregation"
GO:0051301	11566	500	1212	110	1.155298699786918E-14	2.4270333861798116E-12	0.0	"cell division"
GO:0006996	11566	3702	1212	506	3.0491798061366805E-14	6.282483162105461E-12	0.0	"organelle organization"
GO:0007346	11566	507	1212	110	3.142827795632383E-14	6.353256038189689E-12	0.0	"regulation of mitotic cell cycle"
GO:0043170	11566	6119	1212	764	3.5352106907226185E-14	7.014119877852247E-12	0.0	"macromolecule metabolic process"
GO:0003674	11566	10028	1212	1129	3.730077231548875E-14	7.266190447057209E-12	0.0	"molecular_function"
GO:0015630	11566	955	1212	173	6.534098161701477E-14	1.2501129947226719E-11	0.0	"microtubule cytoskeleton"
GO:0000819	11566	160	1212	51	1.0109571714715804E-13	1.896752028344798E-11	0.0	"sister chromatid segregation"
GO:0000226	11566	576	1212	119	1.0292664886732472E-13	1.896752028344798E-11	0.0	"microtubule cytoskeleton organization"
GO:0033365	11566	982	1212	176	1.0445059704344137E-13	1.896752028344798E-11	0.0	"protein localization to organelle"
GO:0032502	11566	3468	1212	477	1.1215290869697685E-13	2.0026771062990167E-11	0.0	"developmental process"
GO:0007017	11566	676	1212	133	1.591448565780184E-13	2.795209825208015E-11	0.0	"microtubule-based process"
GO:0048523	11566	3013	1212	424	2.0089877868233574E-13	3.437586447040735E-11	0.0	"negative regulation of cellular process"
GO:0010605	11566	1849	1212	286	2.0213547336528497E-13	3.437586447040735E-11	0.0	"negative regulation of macromolecule metabolic process"
GO:0006139	11566	4044	1212	539	3.059741251602683E-13	5.122198089011116E-11	0.0	"nucleobase-containing compound metabolic process"
GO:0005856	11566	1562	1212	249	4.419704680700229E-13	7.285033222926501E-11	0.0	"cytoskeleton"
GO:0010468	11566	2994	1212	420	4.824096434383909E-13	7.831116545149878E-11	0.0	"regulation of gene expression"
GO:0000793	11566	177	1212	53	5.576491727876993E-13	8.917392891414045E-11	0.0	"condensed chromosome"
GO:1901363	11566	4239	1212	559	5.723523988727494E-13	9.017917061062701E-11	0.0	"heterocyclic compound binding"
GO:0097159	11566	4276	1212	563	5.828759151762378E-13	9.05062689159161E-11	0.0	"organic cyclic compound binding"
GO:0048856	11566	3219	1212	445	6.756016556573126E-13	1.0340565912446353E-10	0.0	"anatomical structure development"
GO:0009892	11566	1991	1212	301	7.245330360603265E-13	1.0933305561056814E-10	0.0	"negative regulation of metabolic process"
GO:0000775	11566	163	1212	50	9.223589452480656E-13	1.3725213526927465E-10	0.0	"chromosome, centromeric region"
GO:0044450	11566	460	1212	99	1.1111654320009911E-12	1.6308255395148793E-10	0.0	"microtubule organizing center part"
GO:0048869	11566	2343	1212	342	1.3363161348351741E-12	1.934769063327575E-10	0.0	"cellular developmental process"
GO:0044260	11566	5418	1212	683	1.524369335591373E-12	2.1776124082034624E-10	0.0	"cellular macromolecule metabolic process"
GO:0070013	11566	4131	1212	544	2.328506573429937E-12	3.19841274714466E-10	0.0	"intracellular organelle lumen"
GO:0043233	11566	4131	1212	544	2.328506573429937E-12	3.19841274714466E-10	0.0	"organelle lumen"
GO:0031974	11566	4131	1212	544	2.328506573429937E-12	3.19841274714466E-10	0.0	"membrane-enclosed lumen"
GO:0009059	11566	3449	1212	468	2.671195202445907E-12	3.622681696076639E-10	0.0	"macromolecule biosynthetic process"
GO:0019219	11566	2801	1212	394	2.87985401232288E-12	3.8568444860034167E-10	0.0	"regulation of nucleobase-containing compound metabolic process"
GO:0070727	11566	1663	1212	258	3.3898771812459403E-12	4.483844953070248E-10	0.0	"cellular macromolecule localization"
GO:0006725	11566	4143	1212	544	4.1183246373617E-12	5.380942703011372E-10	0.0	"cellular aromatic compound metabolic process"
GO:0005814	11566	457	1212	97	4.499764899650698E-12	5.808491702994888E-10	0.0	"centriole"
GO:0034613	11566	1653	1212	256	5.162403062632181E-12	6.541285108254922E-10	0.0	"cellular protein localization"
GO:0000070	11566	133	1212	43	5.189557907426436E-12	6.541285108254922E-10	1.258633105E-314	"mitotic sister chromatid segregation"
GO:0005813	11566	426	1212	92	5.983609606899875E-12	7.454464340502938E-10	0.0	"centrosome"
GO:0005815	11566	582	1212	115	6.144329527342214E-12	7.566706500683273E-10	0.0	"microtubule organizing center"
GO:0046483	11566	4126	1212	541	6.7119181115476934E-12	8.171760300809317E-10	0.0	"heterocycle metabolic process"
GO:0048731	11566	2617	1212	370	1.0079318945112621E-11	1.2133687997520968E-9	0.0	"system development"
GO:0007275	11566	2939	1212	407	1.0909831534770476E-11	1.298754834039232E-9	0.0	"multicellular organism development"
GO:0044772	11566	471	1212	98	1.1789602082043042E-11	1.3880637000770235E-9	0.0	"mitotic cell cycle phase transition"
GO:0034645	11566	3374	1212	456	1.296563177281281E-11	1.509932378412135E-9	0.0	"cellular macromolecule biosynthetic process"
GO:0033036	11566	2354	1212	338	1.7973188155334747E-11	2.0705885795296393E-9	0.0	"macromolecule localization"
GO:0051641	11566	2265	1212	327	2.2822862416417212E-11	2.6013207226541916E-9	0.0	"cellular localization"
GO:0030154	11566	2208	1212	320	2.5748199493509637E-11	2.9038548355101287E-9	0.0	"cell differentiation"
GO:0016070	11566	3194	1212	434	2.70462262078549E-11	3.018471537405806E-9	0.0	"RNA metabolic process"
GO:0008104	11566	2152	1212	313	3.050450053474249E-11	3.3663683650259796E-9	0.0	"protein localization"
GO:0044770	11566	499	1212	101	3.0791870428649056E-11	3.3663683650259796E-9	0.0	"cell cycle phase transition"
GO:0071103	11566	206	1212	55	3.1864744864602915E-11	3.4484734997914707E-9	0.0	"DNA conformation change"
GO:0006259	11566	777	1212	140	3.367597905235449E-11	3.60804439566926E-9	0.0	"DNA metabolic process"
GO:0009889	11566	2919	1212	402	3.675999414238244E-11	3.8994710617968854E-9	0.0	"regulation of biosynthetic process"
GO:0010556	11566	2746	1212	382	3.888152333280623E-11	4.084084715565549E-9	0.0	"regulation of macromolecule biosynthetic process"
GO:0000785	11566	907	1212	157	4.7032371769133623E-11	4.892279913927161E-9	0.0	"chromatin"
GO:0051128	11566	1688	1212	256	5.170764971327849E-11	5.326882298346786E-9	0.0	"regulation of cellular component organization"
GO:0034641	11566	4512	1212	578	5.324840142114096E-11	5.433365455486707E-9	0.0	"cellular nitrogen compound metabolic process"
GO:0015631	11566	263	1212	64	6.179284669842648E-11	6.245741127612653E-9	0.0	"tubulin binding"
GO:0032501	11566	3739	1212	493	6.392962116484391E-11	6.4013267398143706E-9	0.0	"multicellular organismal process"
GO:0006613	11566	97	1212	34	7.364848941658219E-11	7.306202922307978E-9	1.0707563656375852E-242	"cotranslational protein targeting to membrane"
GO:0006950	11566	2365	1212	336	8.445127025061892E-11	8.301017518028726E-9	0.0	"response to stress"
GO:0000228	11566	952	1212	162	8.716700897430001E-11	8.490066674096821E-9	0.0	"nuclear chromosome"
GO:0019083	11566	177	1212	49	9.595495681747088E-11	9.199400177979481E-9	0.0	"viral transcription"
GO:0006614	11566	93	1212	33	9.616696097943829E-11	9.199400177979481E-9	2.229857285215113E-234	"SRP-dependent cotranslational protein targeting to membrane"
GO:0045047	11566	103	1212	35	1.0480446357020095E-10	9.936947103461355E-9	4.849818458024666E-255	"protein targeting to ER"
GO:0048518	11566	3669	1212	484	1.0644347856654815E-10	1.0003819555806991E-8	0.0	"positive regulation of biological process"
GO:0003677	11566	1710	1212	257	1.233188225208823E-10	1.1489024908597678E-8	0.0	"DNA binding"
GO:0005829	11566	3755	1212	493	1.322994134815377E-10	1.2219447552079267E-8	0.0	"cytosol"
GO:1901360	11566	4269	1212	549	1.546215233255775E-10	1.4159102571882372E-8	0.0	"organic cyclic compound metabolic process"
GO:0051172	11566	1624	1212	246	1.586349682264602E-10	1.4403517369307582E-8	0.0	"negative regulation of nitrogen compound metabolic process"
GO:0005819	11566	294	1212	68	1.7211028347963998E-10	1.5484042131117757E-8	0.0	"spindle"
