ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0045087	11911	594	189	84	1.6872634914653966E-59	7.931825673378829E-56	0.0	"innate immune response"
GO:0006952	11911	982	189	98	2.1471602920568256E-56	5.046900266479569E-53	0.0	"defense response"
GO:0043207	11911	556	189	77	3.0841119605201414E-53	3.624602581601296E-50	0.0	"response to external biotic stimulus"
GO:0051707	11911	556	189	77	3.0841119605201414E-53	3.624602581601296E-50	0.0	"response to other organism"
GO:0009607	11911	582	189	78	6.746571962238985E-53	5.825282248844654E-50	0.0	"response to biotic stimulus"
GO:0098542	11911	261	189	59	7.434948626476904E-53	5.825282248844654E-50	0.0	"defense response to other organism"
GO:0051607	11911	159	189	49	6.693550244596964E-51	4.4951970999786186E-48	0.0	"defense response to virus"
GO:0006955	11911	1330	189	103	4.193448058448339E-49	2.4641749153457053E-46	0.0	"immune response"
GO:0009615	11911	228	189	53	6.14933567992177E-48	3.212003003479138E-45	0.0	"response to virus"
GO:0034097	11911	819	189	80	1.0861781511856685E-43	5.106123488723827E-41	0.0	"response to cytokine"
GO:0071357	11911	72	189	33	4.6544607581214E-41	1.8233850019940582E-38	2.582894553477971E-190	"cellular response to type I interferon"
GO:0060337	11911	72	189	33	4.6544607581214E-41	1.8233850019940582E-38	2.582894553477971E-190	"type I interferon signaling pathway"
GO:0034340	11911	75	189	33	2.6340841641718254E-40	9.525253581362885E-38	6.307939450625155E-197	"response to type I interferon"
GO:0002376	11911	1933	189	109	4.887698959476977E-39	1.6412194863215192E-36	0.0	"immune system process"
GO:0019221	11911	534	189	63	2.0308591998671112E-38	6.364712732383527E-36	0.0	"cytokine-mediated signaling pathway"
GO:0034341	11911	137	189	38	2.4231685907091847E-37	7.119572215577423E-35	4.9E-324	"response to interferon-gamma"
GO:0071345	11911	754	189	70	3.899811992121908E-36	1.078412716174417E-33	0.0	"cellular response to cytokine stimulus"
GO:0051704	11911	1586	189	96	1.1897883962213492E-35	3.10733069479809E-33	0.0	"multi-organism process"
GO:0009605	11911	1420	189	87	5.72002307183385E-32	1.4152541295100487E-29	0.0	"response to external stimulus"
GO:0071346	11911	126	189	33	1.585215616714415E-31	3.726049307087232E-29	1.2411356501793902E-302	"cellular response to interferon-gamma"
GO:0002252	11911	825	189	64	3.495531550047064E-28	7.824997055605356E-26	0.0	"immune effector process"
GO:0006950	11911	2599	189	110	9.255694324642392E-28	1.977773591824722E-25	0.0	"response to stress"
GO:0060333	11911	70	189	24	2.73469056986667E-26	5.589469725627486E-24	7.083630754880331E-186	"interferon-gamma-mediated signaling pathway"
GO:0048525	11911	68	189	22	1.5853285593631536E-23	3.1052623156525772E-21	2.056816606624331E-181	"negative regulation of viral process"
GO:0031347	11911	518	189	46	2.582753145752008E-22	4.856609015272075E-20	0.0	"regulation of defense response"
