ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0005912	3461	190	96	19	6.20735357292412E-7	0.0013565027391496648	6.8062E-319	"adherens junction"
GO:0070161	3461	192	96	19	7.316627503504124E-7	0.0013565027391496648	2.33E-321	"anchoring junction"
GO:0030054	3461	311	96	24	2.077837134360519E-6	0.0013977529150588758	0.0	"cell junction"
GO:0005924	3461	151	96	16	2.5280194529574797E-6	0.0013977529150588758	9.090233531065261E-269	"cell-substrate adherens junction"
GO:0005925	3461	151	96	16	2.5280194529574797E-6	0.0013977529150588758	9.090233531065261E-269	"focal adhesion"
GO:0051704	3461	589	96	35	2.752866544841927E-6	0.0013977529150588758	0.0	"multi-organism process"
GO:0050789	3461	2139	96	80	2.873395283574281E-6	0.0013977529150588758	0.0	"regulation of biological process"
GO:0030055	3461	153	96	16	3.015648144679344E-6	0.0013977529150588758	1.9301243883788143E-271	"cell-substrate junction"
GO:0002376	3461	597	96	35	3.8006084366626082E-6	0.0015658506759049947	0.0	"immune system process"
GO:0022626	3461	75	96	11	4.736965227692367E-6	0.0017564667064283296	2.0194406486902515E-156	"cytosolic ribosome"
GO:0006614	3461	62	96	10	5.481601723832216E-6	0.0018477981083608963	2.023496633189468E-134	"SRP-dependent cotranslational protein targeting to membrane"
GO:0006613	3461	64	96	10	7.375666596809743E-6	0.0022790809784142105	7.063963888741802E-138	"cotranslational protein targeting to membrane"
GO:0006612	3461	81	96	11	1.0215345782043059E-5	0.002660350418381883	3.1451065141461504E-166	"protein targeting to membrane"
GO:0045047	3461	67	96	10	1.1271204153175147E-5	0.002660350418381883	5.184149990461024E-143	"protein targeting to ER"
GO:0070062	3461	544	96	32	1.1384872125794632E-5	0.002660350418381883	0.0	"extracellular exosome"
GO:1903561	3461	546	96	32	1.2318685360043428E-5	0.002660350418381883	0.0	"extracellular vesicle"
GO:0043230	3461	547	96	32	1.281163208655544E-5	0.002660350418381883	0.0	"extracellular organelle"
GO:0072599	3461	68	96	10	1.291432241932953E-5	0.002660350418381883	1.0386629326783835E-144	"establishment of protein localization to endoplasmic reticulum"
GO:0065007	3461	2246	96	81	1.4396553097858091E-5	0.0028096009940451476	0.0	"biological regulation"
GO:0044391	3461	88	96	11	2.2959922364605878E-5	0.00425676960639793	2.0091344450817645E-177	"ribosomal subunit"
GO:0003735	3461	73	96	10	2.4601760118969467E-5	0.004343967929578037	4.1753867525274293E-153	"structural constituent of ribosome"
GO:0005634	3461	1708	96	67	3.124575775220593E-5	0.005053778391530878	0.0	"nucleus"
GO:0070972	3461	75	96	10	3.134760059471688E-5	0.005053778391530878	2.0194406486902515E-156	"protein localization to endoplasmic reticulum"
GO:0006952	3461	293	96	21	3.3027218036790575E-5	0.005102705186684144	0.0	"defense response"
GO:0044403	3461	343	96	23	3.7869982122063986E-5	0.005616875748344531	0.0	"symbiont process"
GO:0044419	3461	348	96	23	4.780751505348736E-5	0.00681808714685889	0.0	"interspecies interaction between organisms"
GO:0000184	3461	79	96	10	4.9696869294751735E-5	0.006825036716479238	5.5498229213695415E-163	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0006955	3461	425	96	26	5.236731251229582E-5	0.00693492838555689	0.0	"immune response"
GO:0016032	3461	330	96	22	6.375900688883653E-5	0.007624466436191285	0.0	"viral process"
GO:0005840	3461	98	96	11	6.386840162510217E-5	0.007624466436191285	5.428880067400423E-193	"ribosome"
GO:0005615	3461	619	96	33	6.438673018475835E-5	0.007624466436191285	0.0	"extracellular space"
GO:0090150	3461	116	96	12	6.579906309550193E-5	0.007624466436191285	6.755361212328504E-220	"establishment of protein localization to membrane"
GO:0045087	3461	196	96	16	7.168903797575818E-5	0.00805524099436701	0.0	"innate immune response"
GO:0022618	3461	288	96	20	8.322391691240284E-5	0.00907630246797617	0.0	"ribonucleoprotein complex assembly"
GO:0022607	3461	1217	96	52	8.643228793911645E-5	0.009156883533664109	0.0	"cellular component assembly"
GO:0071826	3461	291	96	20	9.63842106899082E-5	0.009927573701060545	0.0	"ribonucleoprotein complex subunit organization"
GO:0050794	3461	2033	96	74	1.021186090317039E-4	0.010233940602420487	0.0	"regulation of cellular process"
GO:0044421	3461	635	96	33	1.0879642205874062E-4	0.010616240341942374	0.0	"extracellular region part"
GO:0005576	3461	727	96	36	1.270971571149986E-4	0.012084006630318328	0.0	"extracellular region"
GO:0000956	3461	106	96	11	1.31832896849891E-4	0.012107013701241662	4.068519113972701E-205	"nuclear-transcribed mRNA catabolic process"
GO:0022613	3461	322	96	21	1.338693532230065E-4	0.012107013701241662	0.0	"ribonucleoprotein complex biogenesis"
GO:0005198	3461	167	96	14	1.6096918919129857E-4	0.014014217809157738	7.913403636410841E-290	"structural molecule activity"
GO:0009605	3461	402	96	24	1.636827852969096E-4	0.014014217809157738	0.0	"response to external stimulus"
GO:0044445	3461	109	96	11	1.6983153163091825E-4	0.014014217809157738	1.3582548221616605E-209	"cytosolic part"
GO:0044085	3461	1245	96	52	1.7007545884900168E-4	0.014014217809157738	0.0	"cellular component biogenesis"
GO:0043603	3461	312	96	20	2.53110488073338E-4	0.01969695314578212	0.0	"cellular amide metabolic process"
GO:0048869	3461	813	96	38	2.6554798869912505E-4	0.01969695314578212	0.0	"cellular developmental process"
GO:0042110	3461	79	96	9	2.7551681525752106E-4	0.01969695314578212	5.5498229213695415E-163	"T cell activation"
GO:0001677	3461	243	96	17	2.8424131502409103E-4	0.01969695314578212	0.0	"formation of translation initiation ternary complex"
GO:0006412	3461	243	96	17	2.8424131502409103E-4	0.01969695314578212	0.0	"translation"
GO:0006413	3461	243	96	17	2.8424131502409103E-4	0.01969695314578212	0.0	"translational initiation"
GO:0006414	3461	243	96	17	2.8424131502409103E-4	0.01969695314578212	0.0	"translational elongation"
GO:0006415	3461	243	96	17	2.8424131502409103E-4	0.01969695314578212	0.0	"translational termination"
GO:0030099	3461	97	96	10	2.868488322201279E-4	0.01969695314578212	1.863546178234797E-191	"myeloid cell differentiation"
GO:0002520	3461	200	96	15	3.20085783082898E-4	0.021579601521297925	0.0	"immune system development"
GO:0019083	3461	99	96	10	3.3937504546367747E-4	0.022471476224630645	1.59815381110156E-194	"viral transcription"
GO:0006518	3461	295	96	19	3.499772585611662E-4	0.02276694166218955	0.0	"peptide metabolic process"
GO:0043043	3461	248	96	17	3.6274811122738747E-4	0.023190862007433668	0.0	"peptide biosynthetic process"
GO:0043624	3461	277	96	18	4.6110388128922414E-4	0.02897920664102446	0.0	"cellular protein complex disassembly"
GO:0043232	3461	1256	96	51	4.7147900147311874E-4	0.02901356780022868	0.0	"intracellular non-membrane-bounded organelle"
GO:0030097	3461	186	96	14	4.987075228760553E-4	0.02901356780022868	6.1907115643E-314	"hemopoiesis"
GO:0043604	3461	255	96	17	5.040440723450289E-4	0.02901356780022868	0.0	"amide biosynthetic process"
GO:0048731	3461	869	96	39	5.099446899417461E-4	0.02901356780022868	0.0	"system development"
GO:0090304	3461	1159	96	48	5.126084506666228E-4	0.02901356780022868	0.0	"nucleic acid metabolic process"
