ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0044424	11136	9010	7290	6122	3.1560055100498003E-29	5.640413047561003E-25	0.0	"intracellular part"
GO:0044422	11136	6617	7290	4597	4.2842696526724055E-27	3.828423361628062E-23	0.0	"organelle part"
GO:0044446	11136	6535	7290	4541	1.5493620701247343E-26	9.230066305756418E-23	0.0	"intracellular organelle part"
GO:0005622	11136	9160	7290	6202	2.7356053610326824E-26	1.2222684753094024E-22	0.0	"intracellular"
GO:0043229	11136	8172	7290	5585	4.6675722143835116E-26	1.6683770123092425E-22	0.0	"intracellular organelle"
GO:0043226	11136	8477	7290	5771	7.168275940310415E-25	2.1351904600871287E-21	0.0	"organelle"
GO:0043227	11136	7941	7290	5426	1.5983500957633782E-23	4.080816130211871E-20	0.0	"membrane-bounded organelle"
GO:0005488	11136	8853	7290	5999	2.0280618827680383E-23	4.530690246103798E-20	0.0	"binding"
GO:0003674	11136	9694	7290	6514	7.466539868310323E-23	1.4826888947382454E-19	0.0	"molecular_function"
GO:0005515	11136	7365	7290	5050	6.142822857432125E-22	1.0978453010802694E-18	0.0	"protein binding"
GO:0043231	11136	7552	7290	5169	8.009003178864092E-22	1.3012445892059915E-18	0.0	"intracellular membrane-bounded organelle"
GO:0005737	11136	7381	7290	5051	2.379110876314905E-20	3.5432891317916653E-17	0.0	"cytoplasm"
GO:0005623	11136	9522	7290	6398	2.874747415353518E-20	3.95211429286139E-17	0.0	"cell"
GO:0044464	11136	9513	7290	6392	3.663672192199087E-20	4.676939244213006E-17	0.0	"cell part"
GO:0071704	11136	6868	7290	4712	6.643670645520794E-19	7.915712118449843E-16	0.0	"organic substance metabolic process"
GO:0000000	11136	10295	7290	6858	1.4547932391932508E-18	1.6250040481788612E-15	0.0	"Gene Ontology"
GO:0044238	11136	6689	7290	4592	3.070986342788679E-18	3.2285098775481924E-15	0.0	"primary metabolic process"
GO:0071840	11136	5414	7290	3760	4.115297835960671E-18	4.08603349579384E-15	0.0	"cellular component organization or biogenesis"
GO:0008152	11136	7065	7290	4833	5.944551448209175E-18	5.4642353025818864E-15	0.0	"metabolic process"
GO:0003723	11136	1343	7290	1016	6.11485597871742E-18	5.4642353025818864E-15	0.0	"RNA binding"
GO:0044237	11136	6754	7290	4630	1.2790876990621469E-17	1.0885645408399376E-14	0.0	"cellular metabolic process"
GO:0032991	11136	3841	7290	2715	1.5430567599128574E-17	1.2535232005982994E-14	0.0	"protein-containing complex"
GO:0016043	11136	5291	7290	3674	2.4829082470586788E-17	1.9293276604970744E-14	0.0	"cellular component organization"
GO:0009987	11136	8864	7290	5971	1.0672291155883227E-16	7.947299480747709E-14	0.0	"cellular process"
GO:0006807	11136	6408	7290	4395	4.71368056806896E-16	3.369715964501138E-13	0.0	"nitrogen compound metabolic process"
GO:0008150	11136	9531	7290	6383	5.521859991023856E-16	3.7956416061376287E-13	0.0	"biological_process"
GO:0070013	11136	4024	7290	2824	1.4588721767609625E-15	8.990677083817905E-13	0.0	"intracellular organelle lumen"
GO:0043233	11136	4024	7290	2824	1.4588721767609625E-15	8.990677083817905E-13	0.0	"organelle lumen"
GO:0031974	11136	4024	7290	2824	1.4588721767609625E-15	8.990677083817905E-13	0.0	"membrane-enclosed lumen"
GO:0005575	11136	9971	7290	6651	1.5540618651492997E-15	9.258064551316094E-13	0.0	"cellular_component"
GO:0043170	11136	5950	7290	4087	1.0461396301685925E-14	6.03116370012035E-12	0.0	"macromolecule metabolic process"
GO:0044444	11136	6483	7290	4433	1.44832211704559E-14	8.08887902369962E-12	0.0	"cytoplasmic part"
GO:0044428	11136	3561	7290	2501	1.6211896791190608E-13	8.779970286429046E-11	0.0	"nuclear part"
GO:0005634	11136	5059	7290	3489	6.894017613644823E-13	3.623820082090008E-10	0.0	"nucleus"
GO:0044085	11136	3479	7290	2437	2.949635779235599E-12	1.506168304185675E-9	0.0	"cellular component biogenesis"
GO:0005654	11136	2722	7290	1926	9.117324681787544E-12	4.526245186469639E-9	0.0	"nucleoplasm"
GO:0016071	11136	707	7290	543	9.778186699965432E-12	4.723128451399519E-9	0.0	"mRNA metabolic process"
GO:0005829	11136	3667	7290	2556	1.954482548826314E-11	9.192240029637864E-9	0.0	"cytosol"
GO:0031981	11136	3314	7290	2320	2.2919590662189545E-11	1.0503049341401322E-8	0.0	"nuclear lumen"
GO:0003824	11136	4810	7290	3312	2.6632912092802996E-11	1.1899585123064379E-8	0.0	"catalytic activity"
GO:0022607	11136	3333	7290	2332	2.8157185034147802E-11	1.2273785632446086E-8	0.0	"cellular component assembly"
GO:0010467	11136	3623	7290	2524	4.251180911108011E-11	1.8089786962695802E-8	0.0	"gene expression"
GO:0044260	11136	5269	7290	3610	7.605842245257952E-11	3.161200293191863E-8	0.0	"cellular macromolecule metabolic process"
GO:0009056	11136	1820	7290	1309	8.071577700594662E-11	3.278528106023359E-8	0.0	"catabolic process"
GO:0009057	11136	1067	7290	791	1.0110270989335227E-10	4.015350291586648E-8	0.0	"macromolecule catabolic process"
GO:0019538	11136	3785	7290	2628	1.227318118039453E-10	4.768397696869805E-8	0.0	"protein metabolic process"
