ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0055114	3299	206	31	11	1.2092373323486332E-6	0.0031597371494269783	0.0	"oxidation-reduction process"
GO:0036293	3299	106	31	7	4.0355061913974967E-5	0.03540163122904279	7.100723282599965E-203	"response to decreased oxygen levels"
GO:0070482	3299	110	31	7	5.1341430342197826E-5	0.03540163122904279	9.483093142261828E-209	"response to oxygen levels"
GO:0042127	3299	309	31	11	6.220369832682006E-5	0.03540163122904279	0.0	"regulation of cell proliferation"
GO:0050839	3299	204	31	9	6.77413532894045E-5	0.03540163122904279	0.0	"cell adhesion molecule binding"
GO:0008283	3299	380	31	12	8.371802557600441E-5	0.03645920013834992	0.0	"cell proliferation"
GO:0016491	3299	171	31	8	1.2514451902656453E-4	0.040177761033151106	2.498588782116758E-291	"oxidoreductase activity"
GO:0050793	3299	612	31	15	1.413935105943653E-4	0.040177761033151106	0.0	"regulation of developmental process"
GO:0005615	3299	695	31	16	1.5586898285777884E-4	0.040177761033151106	0.0	"extracellular space"
GO:0005576	3299	779	31	17	1.6269962790403677E-4	0.040177761033151106	0.0	"extracellular region"
GO:0048659	3299	32	31	4	1.91061028275347E-4	0.040177761033151106	7.896634411726001E-78	"smooth muscle cell proliferation"
GO:0048660	3299	32	31	4	1.91061028275347E-4	0.040177761033151106	7.896634411726001E-78	"regulation of smooth muscle cell proliferation"
GO:0044421	3299	709	31	16	1.9988935837388612E-4	0.040177761033151106	0.0	"extracellular region part"
GO:0033169	3299	3	31	2	2.54927727004363E-4	0.04166235239280797	1.672627898845113E-10	"histone H3-K9 demethylation"
GO:0032454	3299	3	31	2	2.54927727004363E-4	0.04166235239280797	1.672627898845113E-10	"histone demethylase activity (H3-K9 specific)"
GO:0016528	3299	14	31	3	2.5510816620165615E-4	0.04166235239280797	4.955094463530025E-39	"sarcoplasm"
GO:0001666	3299	102	31	6	2.961491744087622E-4	0.04551987016059386	6.210006307045216E-197	"response to hypoxia"
GO:0005102	3299	312	31	10	3.6052102415916576E-4	0.0523356353404389	0.0	"signaling receptor binding"
GO:0051094	3299	315	31	10	3.899206807009119E-4	0.05362435466692015	0.0	"positive regulation of developmental process"
GO:0006826	3299	17	31	3	4.675448974762055E-4	0.05602762433230425	5.708246200670242E-46	"iron ion transport"
GO:0055072	3299	17	31	3	4.675448974762055E-4	0.05602762433230425	5.708246200670242E-46	"iron ion homeostasis"
GO:0050873	3299	4	31	2	5.068672301750334E-4	0.05602762433230425	2.0298882267434612E-13	"brown fat cell differentiation"
GO:0036294	3299	74	31	5	5.341876272898859E-4	0.05602762433230425	3.2923103953380345E-153	"cellular response to decreased oxygen levels"
GO:0033002	3299	42	31	4	5.56885240335539E-4	0.05602762433230425	3.086348616082985E-97	"muscle cell proliferation"
GO:0005506	3299	18	31	3	5.574887993264105E-4	0.05602762433230425	3.1306651923159034E-48	"iron ion binding"
GO:0051213	3299	18	31	3	5.574887993264105E-4	0.05602762433230425	3.1306651923159034E-48	"dioxygenase activity"
GO:0071453	3299	76	31	5	6.045849521718926E-4	0.05613040710756365	1.8048905739343257E-156	"cellular response to oxygen levels"
GO:0005178	3299	43	31	4	6.099818746154078E-4	0.05613040710756365	4.074700352813977E-99	"integrin binding"
GO:0010035	3299	117	31	6	6.229551496821071E-4	0.05613040710756365	7.113710752149985E-219	"response to inorganic substance"
GO:0019838	3299	44	31	4	6.665874365000825E-4	0.05805976571915718	5.506351828140908E-101	"growth factor binding"
GO:0032502	3299	1256	31	21	7.413317431855688E-4	0.06233098427133039	0.0	"developmental process"
GO:0009746	3299	46	31	4	7.908420447729133E-4	0.06233098427133039	1.0761325334880426E-104	"response to hexose"
GO:0005767	3299	5	31	2	8.398300697743984E-4	0.06233098427133039	3.080255275800309E-16	"secondary lysosome"
GO:0044754	3299	5	31	2	8.398300697743984E-4	0.06233098427133039	3.080255275800309E-16	"autolysosome"
GO:0007568	3299	82	31	5	8.58100645692652E-4	0.06233098427133039	4.078614883245756E-166	"aging"
GO:0034284	3299	47	31	4	8.587506443811305E-4	0.06233098427133039	1.5548179856771935E-106	"response to monosaccharide"
GO:0032501	3299	1279	31	21	9.817400383226086E-4	0.06338166644629786	0.0	"multicellular organismal process"
GO:0042493	3299	177	31	7	9.970661986652555E-4	0.06338166644629786	7.565296202741056E-299	"response to drug"
GO:0048869	3299	899	31	17	0.0010212610869960934	0.06338166644629786	0.0	"cellular developmental process"
GO:0072593	3299	50	31	4	0.0010871663611456293	0.06338166644629786	5.3215238158073775E-112	"reactive oxygen species metabolic process"
GO:0045595	3299	427	31	11	0.0011180888797528634	0.06338166644629786	0.0	"regulation of cell differentiation"
GO:0006950	3299	821	31	16	0.0011708371602739312	0.06338166644629786	0.0	"response to stress"
GO:0000041	3299	23	31	3	0.0011720086842489628	0.06338166644629786	3.3349025780380163E-59	"transition metal ion transport"
GO:0008285	3299	133	31	6	0.0012284893537152595	0.06338166644629786	2.50555890731883E-241	"negative regulation of cell proliferation"
GO:0048545	3299	89	31	5	0.0012461955680217387	0.06338166644629786	3.998148015481585E-177	"response to steroid hormone"
GO:0018108	3299	89	31	5	0.0012461955680217387	0.06338166644629786	3.998148015481585E-177	"peptidyl-tyrosine phosphorylation"
GO:0071549	3299	6	31	2	0.0012523694107338427	0.06338166644629786	5.610665347538448E-19	"cellular response to dexamethasone stimulus"
GO:0071548	3299	6	31	2	0.0012523694107338427	0.06338166644629786	5.610665347538448E-19	"response to dexamethasone"
GO:0008198	3299	6	31	2	0.0012523694107338427	0.06338166644629786	5.610665347538448E-19	"ferrous iron binding"
GO:0044342	3299	6	31	2	0.0012523694107338427	0.06338166644629786	5.610665347538448E-19	"type B pancreatic cell proliferation"
GO:1900120	3299	6	31	2	0.0012523694107338427	0.06338166644629786	5.610665347538448E-19	"regulation of receptor binding"
GO:0009743	3299	52	31	4	0.0012613266954487137	0.06338166644629786	1.3373460458067677E-115	"response to carbohydrate"
GO:0048878	3299	185	31	7	0.0012958695666436034	0.06388881467244785	9.95398609307509E-309	"chemical homeostasis"
GO:0009628	3299	303	31	9	0.001348163137568911	0.06523611626791787	0.0	"response to abiotic stimulus"
GO:0018212	3299	91	31	5	0.0013778261138149108	0.06545926609815203	3.17883525082938E-180	"peptidyl-tyrosine modification"
GO:0001932	3299	306	31	9	0.0014468035388682536	0.06750888655469191	0.0	"regulation of protein phosphorylation"
GO:0055076	3299	25	31	3	0.0015028325234967403	0.0679792213324684	1.865001581543489E-63	"transition metal ion homeostasis"
GO:0009636	3299	93	31	5	0.0015195134383287272	0.0679792213324684	2.643659249727721E-183	"response to toxic substance"
GO:0030154	3299	845	31	16	0.0016340233755576979	0.0679792213324684	0.0	"cell differentiation"
GO:0030198	3299	95	31	5	0.0016717232383343728	0.0679792213324684	2.2975521813171017E-186	"extracellular matrix organization"
GO:0001910	3299	7	31	2	0.0017430569572427796	0.0679792213324684	1.1926710426007523E-21	"regulation of leukocyte mediated cytotoxicity"
GO:0070076	3299	7	31	2	0.0017430569572427796	0.0679792213324684	1.1926710426007523E-21	"histone lysine demethylation"
