ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0005615	4567	904	33	22	5.5100797306128146E-9	1.0186578034716264E-5	0.0	"extracellular space"
GO:0044421	4567	932	33	22	1.0033601098425387E-8	1.0186578034716264E-5	0.0	"extracellular region part"
GO:0070062	4567	777	33	20	2.0511058285565015E-8	1.0186578034716264E-5	0.0	"extracellular exosome"
GO:1903561	4567	780	33	20	2.196239010126561E-8	1.0186578034716264E-5	0.0	"extracellular vesicle"
GO:0043230	4567	781	33	20	2.246708874000058E-8	1.0186578034716264E-5	0.0	"extracellular organelle"
GO:0005576	4567	1036	33	22	7.8121923546517E-8	2.951706677999234E-5	0.0	"extracellular region"
GO:0031982	4567	1221	33	22	1.7245029049418364E-6	5.584925836433062E-4	0.0	"vesicle"
GO:0070268	4567	24	33	4	2.1692128447167895E-5	0.0049913805636108794	9.724168596550358E-65	"cornification"
GO:1903575	4567	25	33	4	2.5692753033674365E-5	0.0049913805636108794	5.3511823665673936E-67	"cornified envelope assembly"
GO:0032501	4567	1544	33	23	2.5878274100453345E-5	0.0049913805636108794	0.0	"multicellular organismal process"
GO:0003810	4567	26	33	4	3.020989074803829E-5	0.0049913805636108794	3.0632043490042274E-69	"protein-glutamine gamma-glutamyltransferase activity"
GO:0031424	4567	26	33	4	3.020989074803829E-5	0.0049913805636108794	3.0632043490042274E-69	"keratinization"
GO:0007009	4567	54	33	5	3.533072242868756E-5	0.0049913805636108794	7.583286557484737E-127	"plasma membrane organization"
GO:0061024	4567	706	33	15	4.017858362724598E-5	0.0049913805636108794	0.0	"membrane organization"
GO:0070374	4567	28	33	4	4.095508378040486E-5	0.0049913805636108794	1.1232861669750409E-73	"positive regulation of ERK1 and ERK2 cascade"
GO:0016755	4567	28	33	4	4.095508378040486E-5	0.0049913805636108794	1.1232861669750409E-73	"transferase activity, transferring amino-acyl groups"
GO:0072012	4567	2	33	2	5.0640385074128904E-5	0.0049913805636108794	9.590982021600877E-8	"glomerulus vasculature development"
GO:0072109	4567	2	33	2	5.0640385074128904E-5	0.0049913805636108794	9.590982021600877E-8	"glomerular mesangium development"
GO:0072110	4567	2	33	2	5.0640385074128904E-5	0.0049913805636108794	9.590982021600877E-8	"glomerular mesangial cell proliferation"
