ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0034097	10627	621	1520	151	5.634657703372703E-12	6.15378527554357E-8	0.0	"response to cytokine"
GO:0071345	10627	572	1520	141	1.0467401387214783E-11	6.15378527554357E-8	0.0	"cellular response to cytokine stimulus"
GO:0048583	10627	2323	1520	431	6.756965060091705E-11	2.648279839218609E-7	0.0	"regulation of response to stimulus"
GO:0007165	10627	3277	1520	577	9.42280031046422E-11	2.7698321512609573E-7	0.0	"signal transduction"
GO:0023052	10627	3451	1520	602	1.4884417953698858E-10	3.5002197259918233E-7	0.0	"signaling"
GO:0007154	10627	3467	1520	602	3.60333614175938E-10	6.951839031830558E-7	0.0	"cell communication"
GO:0009987	10627	8547	1520	1308	4.138703284811524E-10	6.951839031830558E-7	0.0	"cellular process"
GO:0071310	10627	1471	1520	290	4.803223390251504E-10	7.059537577822148E-7	0.0	"cellular response to organic substance"
GO:0065007	10627	6444	1520	1028	6.751623404651777E-10	8.820620887988398E-7	0.0	"biological regulation"
GO:0080134	10627	877	1520	189	8.265230797792367E-10	9.718258372044265E-7	0.0	"regulation of response to stress"
GO:0008150	10627	9154	1520	1381	1.188159493210858E-9	1.2700344837430245E-6	0.0	"biological_process"
GO:0048518	10627	3432	1520	593	1.3834038897644011E-9	1.3555052446541525E-6	0.0	"positive regulation of biological process"
GO:0070887	10627	1755	1520	333	1.871645277093321E-9	1.6928311667740978E-6	0.0	"cellular response to chemical stimulus"
GO:0010033	10627	1784	1520	337	2.4591287945802795E-9	2.065316883333923E-6	0.0	"response to organic substance"
GO:0009966	10627	1843	1520	346	2.932310420441777E-9	2.2812093556989818E-6	0.0	"regulation of signal transduction"
GO:0010646	10627	2008	1520	372	3.1617943939529055E-9	2.2812093556989818E-6	0.0	"regulation of cell communication"
GO:0023051	10627	2034	1520	376	3.2982275086649677E-9	2.2812093556989818E-6	0.0	"regulation of signaling"
GO:0050789	10627	6100	1520	975	4.3290784503198555E-9	2.82785024549227E-6	0.0	"regulation of biological process"
GO:0000000	10627	9869	1520	1461	8.347373036873679E-9	5.165705903555827E-6	0.0	"Gene Ontology"
GO:0050794	10627	5793	1520	929	1.1716373415108924E-8	6.888055930742537E-6	0.0	"regulation of cellular process"
GO:1902531	10627	1130	1520	226	1.761851677416265E-8	9.864691439552594E-6	0.0	"regulation of intracellular signal transduction"
GO:0048522	10627	3083	1520	532	2.5491063659367884E-8	1.3623814841220344E-5	0.0	"positive regulation of cellular process"
