ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0071357	6684	39	95	9	2.404252554531624E-9	3.959803957313585E-6	1.5184595546266326E-103	"cellular response to type I interferon"
GO:0060337	6684	39	95	9	2.404252554531624E-9	3.959803957313585E-6	1.5184595546266326E-103	"type I interferon signaling pathway"
GO:0034340	6684	41	95	9	3.8830899464252816E-9	4.26363276117496E-6	5.64056317347723E-108	"response to type I interferon"
GO:0140546	6684	107	95	11	2.6789228664752787E-7	1.7648743844339137E-4	1.514338079146218E-237	"defense response to symbiont"
GO:0051607	6684	107	95	11	2.6789228664752787E-7	1.7648743844339137E-4	1.514338079146218E-237	"defense response to virus"
GO:0019221	6684	282	95	17	3.438232791300329E-7	1.8875898024238804E-4	0.0	"cytokine-mediated signaling pathway"
GO:0009615	6684	151	95	12	1.2418918450111578E-6	5.843988196381078E-4	1.249678188266E-312	"response to virus"
GO:0006950	6684	1559	95	43	1.7922436115966791E-6	7.379563070749327E-4	0.0	"response to stress"
GO:0006952	6684	502	95	21	5.169253472534816E-6	0.0018919467709477427	0.0	"defense response"
GO:0009605	6684	921	95	30	5.760360992231585E-6	0.001897462910841084	0.0	"response to external stimulus"
GO:0098844	6684	4	95	3	1.1014667668449558E-5	0.0032983922999884406	1.20352577678834E-14	"postsynaptic endocytic zone membrane"
GO:0034097	6684	446	95	19	1.2270080824304453E-5	0.0033681371862715726	0.0	"response to cytokine"
GO:0071345	6684	415	95	18	1.6963885918431066E-5	0.003845399412388403	0.0	"cellular response to cytokine stimulus"
GO:0045087	6684	299	95	15	1.7428669471905385E-5	0.003845399412388403	0.0	"innate immune response"
GO:0045069	6684	59	95	7	1.751092628592169E-5	0.003845399412388403	3.7702657276640614E-146	"regulation of viral genome replication"
GO:0044327	6684	5	95	3	2.7252440003298275E-5	0.005280561021815559	9.008426472927894E-18	"dendritic spine head"
GO:0016185	6684	5	95	3	2.7252440003298275E-5	0.005280561021815559	9.008426472927894E-18	"synaptic vesicle budding from presynaptic endocytic zone membrane"
GO:1903900	6684	88	95	8	3.1289203447248846E-5	0.005725924230846539	8.22080153143848E-203	"regulation of viral life cycle"
GO:0045071	6684	29	95	5	4.729931231253937E-5	0.008200207092500248	1.114036819999705E-80	"negative regulation of viral genome replication"
GO:0098843	6684	6	95	3	5.394261477217495E-5	0.008884348652977214	8.09261249249173E-21	"postsynaptic endocytic zone"
GO:0050792	6684	124	95	9	5.9707897223455826E-5	0.009365610164479213	2.3546620429307146E-267	"regulation of viral process"
GO:0048525	6684	50	95	6	6.750335373060581E-5	0.01010709305402798	2.0466552459826914E-127	"negative regulation of viral process"
GO:0043903	6684	128	95	9	7.655789942536129E-5	0.010964422639440873	3.2584027641818526E-274	"regulation of biological process involved in symbiotic interaction"
GO:0002252	6684	469	95	18	8.612531785905984E-5	0.011820699876155963	0.0	"immune effector process"
GO:0003373	6684	7	95	3	9.342632794163822E-5	0.011836397086144472	8.482822319187407E-24	"dynamin family protein polymerization involved in membrane fission"
GO:0003374	6684	7	95	3	9.342632794163822E-5	0.011836397086144472	8.482822319187407E-24	"dynamin family protein polymerization involved in mitochondrial fission"
GO:0019079	6684	78	95	7	1.0888416602137083E-4	0.013283868254607242	7.88946218483953E-184	"viral genome replication"
GO:0070142	6684	8	95	3	1.4794188158926216E-4	0.016804157170863088	1.0163633151609075E-26	"synaptic vesicle budding"
GO:0032429	6684	8	95	3	1.4794188158926216E-4	0.016804157170863088	1.0163633151609075E-26	"regulation of phospholipase A2 activity"
GO:0098542	6684	365	95	15	1.7220328939987218E-4	0.018907921176105964	0.0	"defense response to other organism"
GO:0006955	6684	687	95	22	1.880496755442994E-4	0.019981794556223297	0.0	"immune response"
GO:0060333	6684	39	95	5	2.0497121061705857E-4	0.020670094943997644	1.5184595546266326E-103	"interferon-gamma-mediated signaling pathway"
GO:0098884	6684	9	95	3	2.1962760262292578E-4	0.020670094943997644	1.37017223433654E-29	"postsynaptic neurotransmitter receptor internalization"
GO:0099590	6684	9	95	3	2.1962760262292578E-4	0.020670094943997644	1.37017223433654E-29	"neurotransmitter receptor internalization"
GO:0140239	6684	9	95	3	2.1962760262292578E-4	0.020670094943997644	1.37017223433654E-29	"postsynaptic endocytosis"
GO:0009607	6684	507	95	18	2.3151154071920742E-4	0.02118330597580748	0.0	"response to biotic stimulus"
GO:0045765	6684	92	95	7	3.072195418838474E-4	0.02735084245852414	2.915066280355E-210	"regulation of angiogenesis"
GO:1901342	6684	94	95	7	3.5077682574381167E-4	0.030406812210529356	5.865306688171875E-214	"regulation of vasculature development"
GO:0050896	6684	3040	95	60	3.6310698345003324E-4	0.030668574448318192	0.0	"response to stimulus"
GO:0099072	6684	25	95	4	3.853564651115139E-4	0.031486395701861986	3.839291430354559E-71	"regulation of postsynaptic membrane neurotransmitter receptor levels"
GO:0007165	6684	1979	95	44	3.9190717175966653E-4	0.031486395701861986	0.0	"signal transduction"
GO:0043207	6684	490	95	17	4.6403634122345945E-4	0.03554734204628082	0.0	"response to external biotic stimulus"
GO:0051707	6684	490	95	17	4.6403634122345945E-4	0.03554734204628082	0.0	"response to other organism"
GO:0031669	6684	99	95	7	4.816099393310879E-4	0.03565446082103555	4.056492394743605E-223	"cellular response to nutrient levels"
GO:0019058	6684	199	95	10	4.8708279810157854E-4	0.03565446082103555	0.0	"viral life cycle"
GO:0007166	6684	1055	95	28	5.17823460437254E-4	0.03708066258000684	0.0	"cell surface receptor signaling pathway"
GO:0050803	6684	73	95	6	5.562542036310358E-4	0.03763887035583776	3.9267586153346155E-174	"regulation of synapse structure or activity"
GO:0007154	6684	2140	95	46	5.844229181281962E-4	0.03763887035583776	0.0	"cell communication"
GO:1902572	6684	3	95	2	5.941776741055141E-4	0.03763887035583776	2.0101889286686585E-11	"negative regulation of serine-type peptidase activity"
GO:1902571	6684	3	95	2	5.941776741055141E-4	0.03763887035583776	2.0101889286686585E-11	"regulation of serine-type peptidase activity"
GO:1900004	6684	3	95	2	5.941776741055141E-4	0.03763887035583776	2.0101889286686585E-11	"negative regulation of serine-type endopeptidase activity"
GO:1900003	6684	3	95	2	5.941776741055141E-4	0.03763887035583776	2.0101889286686585E-11	"regulation of serine-type endopeptidase activity"
GO:0005576	6684	1349	95	33	6.157106078887393E-4	0.0382669951393492	0.0	"extracellular region"
GO:0071496	6684	136	95	8	6.560601416273325E-4	0.04001966863926728	9.098213977705038E-288	"cellular response to external stimulus"
GO:0001666	6684	171	95	9	6.765733669631778E-4	0.040032911704787795	0.0	"response to hypoxia"
GO:0000266	6684	29	95	4	6.92737087787767E-4	0.040032911704787795	1.114036819999705E-80	"mitochondrial fission"
GO:0042149	6684	29	95	4	6.92737087787767E-4	0.040032911704787795	1.114036819999705E-80	"cellular response to glucose starvation"
GO:0008219	6684	914	95	25	7.312102364502918E-4	0.040947862648398566	0.0	"cell death"
GO:0012501	6684	861	95	24	7.334316624940849E-4	0.040947862648398566	0.0	"programmed cell death"
GO:0031668	6684	108	95	7	8.132585427243744E-4	0.04431078112324345	2.48667344607791E-239	"cellular response to extracellular stimulus"
GO:0006915	6684	815	95	23	8.205700208008047E-4	0.04431078112324345	0.0	"apoptotic process"
GO:0036293	6684	177	95	9	8.668783118292885E-4	0.04605640579299478	0.0	"response to decreased oxygen levels"
GO:0045744	6684	14	95	3	9.037986308526837E-4	0.046668689247979005	2.4877968081039966E-43	"negative regulation of G protein-coupled receptor signaling pathway"
GO:0009267	6684	80	95	6	9.067383460445223E-4	0.046668689247979005	1.1427548834043069E-187	"cellular response to starvation"
GO:0023052	6684	2119	95	45	9.511347194470043E-4	0.04820058101320665	0.0	"signaling"
GO:0001525	6684	181	95	9	0.0010164569636326676	0.05073044300312132	0.0	"angiogenesis"
GO:0031667	6684	183	95	9	0.0010987547751240005	0.054019376556096385	0.0	"response to nutrient levels"
GO:1900138	6684	4	95	2	0.0011773406805427337	0.057031767672173016	1.20352577678834E-14	"negative regulation of phospholipase A2 activity"
GO:0002376	6684	1067	95	27	0.0014209818218499657	0.06783643653875053	0.0	"immune system process"
GO:0070482	6684	191	95	9	0.001483812275881098	0.06982396623931911	0.0	"response to oxygen levels"
GO:0004252	6684	60	95	5	0.0015373231926312173	0.07039868354088695	3.414580281650013E-148	"serine-type endopeptidase activity"
GO:0009991	6684	192	95	9	0.00153876903914507	0.07039868354088695	0.0	"response to extracellular stimulus"
GO:0099637	6684	17	95	3	0.0016370018256498316	0.07286870288771008	3.422101817105172E-51	"neurotransmitter receptor transport"
GO:0004623	6684	17	95	3	0.0016370018256498316	0.07286870288771008	3.422101817105172E-51	"phospholipase A2 activity"
GO:0005996	6684	123	95	7	0.0017433994592220676	0.07657010424903321	1.245882069650134E-265	"monosaccharide metabolic process"
GO:0042127	6684	555	95	17	0.0018703045281727568	0.08106293573422448	0.0	"regulation of cell population proliferation"
GO:0030870	6684	5	95	2	0.0019440661742300362	0.08316563607680182	9.008426472927894E-18	"Mre11 complex"
GO:0048731	6684	1621	95	36	0.001989128066933637	0.08400240836512052	0.0	"system development"
GO:0045296	6684	240	95	10	0.002043954477535716	0.08451410942474566	0.0	"cadherin binding"
GO:0071346	6684	64	95	5	0.002052558820273119	0.08451410942474566	2.707020426670994E-156	"cellular response to interferon-gamma"
GO:0046031	6684	65	95	5	0.002198966698383554	0.08892128028335575	2.657950569989238E-158	"ADP metabolic process"
GO:0008283	6684	665	95	19	0.0022135837836172348	0.08892128028335575	0.0	"cell population proliferation"
GO:0005615	6684	1158	95	28	0.0022743719798755894	0.0896125031538565	0.0	"extracellular space"
GO:0072376	6684	19	95	3	0.0022852004447249377	0.0896125031538565	2.6334390333862763E-56	"protein activation cascade"
GO:0010941	6684	670	95	19	0.0024126306921057527	0.09349653529172176	0.0	"regulation of cell death"
GO:0008236	6684	67	95	5	0.002514441358255938	0.09520195211603517	2.6831595272688485E-162	"serine-type peptidase activity"
GO:0017171	6684	67	95	5	0.002514441358255938	0.09520195211603517	2.6831595272688485E-162	"serine hydrolase activity"
GO:0043067	6684	622	95	18	0.002555179706725266	0.09564502220401166	0.0	"regulation of programmed cell death"
GO:0008443	6684	20	95	3	0.002660967852922261	0.09739142341695474	7.902292673379673E-59	"phosphofructokinase activity"
GO:0048489	6684	20	95	3	0.002660967852922261	0.09739142341695474	7.902292673379673E-59	"synaptic vesicle transport"
GO:0042594	6684	99	95	6	0.00272492348315853	0.09863624124751866	4.056492394743605E-223	"response to starvation"
GO:0034341	6684	69	95	5	0.0028616051379743335	0.09913320291973142	2.8757284016252837E-166	"response to interferon-gamma"
GO:0006165	6684	69	95	5	0.0028616051379743335	0.09913320291973142	2.8757284016252837E-166	"nucleoside diphosphate phosphorylation"
GO:0046939	6684	69	95	5	0.0028616051379743335	0.09913320291973142	2.8757284016252837E-166	"nucleotide phosphorylation"
GO:0036312	6684	6	95	2	0.0028891279539448138	0.09913320291973142	8.09261249249173E-21	"phosphatidylinositol 3-kinase regulatory subunit binding"
GO:0046719	6684	6	95	2	0.0028891279539448138	0.09913320291973142	8.09261249249173E-21	"regulation by virus of viral protein levels in host cell"
GO:0097479	6684	21	95	3	0.0030727231228248795	0.10434587594417684	2.490218279432759E-61	"synaptic vesicle localization"
GO:0048514	6684	213	95	9	0.003126265967540518	0.1050808173171272	0.0	"blood vessel morphogenesis"
GO:0009135	6684	72	95	5	0.0034456579983383486	0.11262081248110048	3.556675063623403E-172	"purine nucleoside diphosphate metabolic process"
GO:0009179	6684	72	95	5	0.0034456579983383486	0.11262081248110048	3.556675063623403E-172	"purine ribonucleoside diphosphate metabolic process"
GO:0042221	6684	1549	95	34	0.00349187749885766	0.11262081248110048	0.0	"response to chemical"
GO:0007275	6684	1797	95	38	0.003517348473222265	0.11262081248110048	0.0	"multicellular organism development"
GO:0031638	6684	22	95	3	0.0035215372451588792	0.11262081248110048	8.222242555518895E-64	"zymogen activation"
GO:0051716	6684	2584	95	50	0.0037151663104635045	0.11673820398275637	0.0	"cellular response to stimulus"
GO:0042802	6684	803	95	21	0.003721163150634311	0.11673820398275637	0.0	"identical protein binding"
GO:0050794	6684	3942	95	69	0.003761485027412018	0.11688992151221875	0.0	"regulation of cellular process"
GO:0009185	6684	74	95	5	0.0038798266412562745	0.11944064445138475	4.395403683757842E-176	"ribonucleoside diphosphate metabolic process"
GO:0031623	6684	46	95	4	0.0039593359166416675	0.12000367220701837	7.182834890914898E-119	"receptor internalization"
GO:0005164	6684	7	95	2	0.0040074086043630905	0.12000367220701837	8.482822319187407E-24	"tumor necrosis factor receptor binding"
GO:0010519	6684	7	95	2	0.0040074086043630905	0.12000367220701837	8.482822319187407E-24	"negative regulation of phospholipase activity"
GO:0006090	6684	76	95	5	0.004351906756741344	0.1291457734838377	5.735039482823132E-180	"pyruvate metabolic process"
GO:0042981	6684	610	95	17	0.005012956959638163	0.14586472466557313	0.0	"regulation of apoptotic process"
GO:0034198	6684	25	95	3	0.005100061633815938	0.14586472466557313	3.839291430354559E-71	"cellular response to amino acid starvation"
GO:0010517	6684	25	95	3	0.005100061633815938	0.14586472466557313	3.839291430354559E-71	"regulation of phospholipase activity"
GO:0019674	6684	25	95	3	0.005100061633815938	0.14586472466557313	3.839291430354559E-71	"NAD metabolic process"
GO:0070887	6684	1224	95	28	0.005156236413098881	0.14586472466557313	0.0	"cellular response to chemical stimulus"
GO:0016032	6684	612	95	17	0.005180987488121449	0.14586472466557313	0.0	"viral process"
GO:0019318	6684	113	95	6	0.0052434681985785965	0.14637274784845675	3.411213771556481E-248	"hexose metabolic process"
GO:0031639	6684	8	95	2	0.005293897511943388	0.1465386420532901	1.0163633151609075E-26	"plasminogen activation"
