ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0005737	9140	6315	2135	1663	5.964476761679213E-25	7.930368302328682E-21	0.0	"cytoplasm"
GO:0003723	9140	1218	2135	428	7.453138380235505E-24	3.6637363099636366E-20	0.0	"RNA binding"
GO:0044444	9140	5573	2135	1497	8.266553045946834E-24	3.6637363099636366E-20	0.0	"cytoplasmic part"
GO:0022626	9140	109	2135	72	1.8666361301212458E-21	5.349650364052039E-18	4.97944523872017E-256	"cytosolic ribosome"
GO:0044445	9140	194	2135	106	2.041384855542521E-21	5.349650364052039E-18	0.0	"cytosolic part"
GO:0005829	9140	3202	2135	932	2.4141021498429778E-21	5.349650364052039E-18	0.0	"cytosol"
GO:0044446	9140	5659	2135	1498	7.282388911498206E-20	1.3832377566754308E-16	0.0	"intracellular organelle part"
GO:0044422	9140	5717	2135	1509	1.7782792522876852E-19	2.955500117302133E-16	0.0	"organelle part"
GO:1903561	9140	1145	2135	385	1.6231310267273408E-17	2.1192338394355846E-14	0.0	"extracellular vesicle"
GO:0070062	9140	1138	2135	383	1.6981925821505608E-17	2.1192338394355846E-14	0.0	"extracellular exosome"
GO:0006614	9140	88	2135	58	1.837830738597657E-17	2.1192338394355846E-14	7.718124616042054E-215	"SRP-dependent cotranslational protein targeting to membrane"
GO:0043230	9140	1146	2135	385	1.912665920068217E-17	2.1192338394355846E-14	0.0	"extracellular organelle"
GO:0043624	9140	601	2135	228	7.504877632640949E-17	7.58979795705756E-14	0.0	"cellular protein complex disassembly"
GO:0031982	9140	1955	2135	597	7.991664515553989E-17	7.58979795705756E-14	0.0	"vesicle"
GO:0008150	9140	8015	2135	1977	8.942609172869193E-17	7.926728770831253E-14	0.0	"biological_process"
GO:0022411	9140	812	2135	288	1.9014161924342014E-16	1.4904484934976668E-13	0.0	"cellular component disassembly"
GO:0006613	9140	91	2135	58	1.9056576706874498E-16	1.4904484934976668E-13	7.587452851701508E-221	"cotranslational protein targeting to membrane"
GO:0022618	9140	641	2135	238	2.8816669183526016E-16	2.1285912970231215E-13	0.0	"ribonucleoprotein complex assembly"
GO:0034622	9140	1168	2135	386	3.5677301746118373E-16	2.4966600211388944E-13	0.0	"cellular protein-containing complex assembly"
GO:0045047	9140	97	2135	60	4.563053414940524E-16	3.0335179102524605E-13	9.84867324284964E-233	"protein targeting to ER"
GO:0016071	9140	644	2135	238	5.444444549215993E-16	3.333947687227805E-13	0.0	"mRNA metabolic process"
GO:0044391	9140	173	2135	89	5.516459771285478E-16	3.333947687227805E-13	0.0	"ribosomal subunit"
