ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0071357	11911	72	110	9	1.839191219281583E-8	3.699050792804247E-5	2.582894553477971E-190	"cellular response to type I interferon"
GO:0060337	11911	72	110	9	1.839191219281583E-8	3.699050792804247E-5	2.582894553477971E-190	"type I interferon signaling pathway"
GO:0034340	11911	75	110	9	2.6522830732344025E-8	3.699050792804247E-5	6.307939450625155E-197	"response to type I interferon"
GO:0006952	11911	982	110	28	4.660828293301133E-8	4.8752263947929855E-5	0.0	"defense response"
GO:0045087	11911	594	110	21	9.210685327556023E-8	7.70750148209888E-5	0.0	"innate immune response"
GO:0051607	11911	159	110	11	2.318812822748351E-7	1.6169854750631833E-4	0.0	"defense response to virus"
GO:0002376	11911	1933	110	39	6.632020543585127E-7	3.7135440483674964E-4	0.0	"immune system process"
GO:0006955	11911	1330	110	31	7.100466631677813E-7	3.7135440483674964E-4	0.0	"immune response"
GO:0009615	11911	228	110	12	1.220352982353691E-6	5.673285420186492E-4	0.0	"response to virus"
GO:0006950	11911	2599	110	46	1.7905103164332698E-6	7.491495163956801E-4	0.0	"response to stress"
GO:0030162	11911	491	110	17	2.4092515392473917E-6	8.867142543537393E-4	0.0	"regulation of proteolysis"
GO:0051716	11911	4751	110	68	2.5431575172669386E-6	8.867142543537393E-4	0.0	"cellular response to stimulus"
GO:0050896	11911	5519	110	75	2.7850905568655278E-6	8.96370683840413E-4	0.0	"response to stimulus"
GO:0098542	11911	261	110	12	4.981287798907237E-6	0.0014886934393305627	0.0	"defense response to other organism"
GO:0009607	11911	582	110	18	5.769101689366073E-6	0.0016091947645538432	0.0	"response to biotic stimulus"
GO:0019221	11911	534	110	17	7.406789017387184E-6	0.0019368753280467486	0.0	"cytokine-mediated signaling pathway"
GO:0051704	11911	1586	110	32	1.0208921699408309E-5	0.0025125957876661388	0.0	"multi-organism process"
GO:0043207	11911	556	110	17	1.257274032809755E-5	0.002768649764882113	0.0	"response to external biotic stimulus"
GO:0051707	11911	556	110	17	1.257274032809755E-5	0.002768649764882113	0.0	"response to other organism"
GO:1903901	11911	58	110	6	1.48189484874003E-5	0.0030830720472113634	1.0630234713121028E-158	"negative regulation of viral life cycle"
GO:0007154	11911	4140	110	60	1.5474309988393554E-5	0.0030830720472113634	0.0	"cell communication"
GO:0009987	11911	9551	110	104	1.6529725417230233E-5	0.003143653233895059	0.0	"cellular process"
GO:0080134	11911	1052	110	24	2.5225329327412464E-5	0.004588816430691033	0.0	"regulation of response to stress"
GO:0043903	11911	173	110	9	3.086215122166128E-5	0.005380301696309617	0.0	"regulation of symbiosis, encompassing mutualism through parasitism"
GO:0023052	11911	4132	110	59	3.316201702299314E-5	0.005444473432164646	0.0	"signaling"
GO:0052547	11911	266	110	11	3.3832769893948565E-5	0.005444473432164646	0.0	"regulation of peptidase activity"
