ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0005515	11566	7582	1429	1112	4.0530361046576276E-27	4.760696208530849E-23	0.0	"protein binding"
GO:0005737	11566	7592	1429	1111	1.71590131592834E-26	1.0077488428447141E-22	0.0	"cytoplasm"
GO:0071840	11566	5571	1429	874	4.494669083083095E-26	1.759812768329801E-22	0.0	"cellular component organization or biogenesis"
GO:0016043	11566	5448	1429	858	7.769952997768273E-26	2.2816466977946534E-22	0.0	"cellular component organization"
GO:0005488	11566	9135	1429	1266	3.322824331618854E-24	7.805978919839012E-21	0.0	"binding"
GO:0044444	11566	6671	1429	994	4.0902910785251065E-23	8.00742650139265E-20	0.0	"cytoplasmic part"
GO:0032991	11566	3944	1429	655	6.404223663218806E-23	1.0746287306881156E-19	0.0	"protein-containing complex"
GO:0043226	11566	8715	1429	1219	9.159088617223903E-23	1.3447831862238996E-19	0.0	"organelle"
GO:0005622	11566	9441	1429	1290	4.619773005802816E-22	6.02931708068443E-19	0.0	"intracellular"
GO:0044424	11566	9273	1429	1271	3.2165940947242424E-21	3.778211423663095E-18	0.0	"intracellular part"
GO:0044422	11566	6810	1429	1001	8.119207786162124E-21	8.669837696023664E-18	0.0	"organelle part"
GO:0005623	11566	9837	1429	1324	1.1743272258782358E-20	1.1494706329304798E-17	0.0	"cell"
GO:0006996	11566	3702	1429	613	1.7054564130490184E-20	1.540945463667213E-17	0.0	"organelle organization"
GO:0043229	11566	8407	1429	1178	2.8565359197506354E-20	2.396633636670783E-17	0.0	"intracellular organelle"
GO:0044464	11566	9828	1429	1322	3.224190352606426E-20	2.5247559921143386E-17	0.0	"cell part"
GO:0003674	11566	10028	1429	1340	5.223247372364875E-20	3.834516477237364E-17	0.0	"molecular_function"
GO:0044446	11566	6725	1429	987	7.626492826224616E-20	5.269457925696138E-17	0.0	"intracellular organelle part"
GO:0044419	11566	696	1429	170	9.947032469345605E-20	6.490991299162971E-17	0.0	"interspecies interaction between organisms"
GO:0044403	11566	691	1429	169	1.121423153785196E-19	6.932755981242587E-17	0.0	"symbiont process"
GO:0005575	11566	10313	1429	1364	2.0455509919541173E-19	1.2013520975746532E-16	0.0	"cellular_component"
GO:0008150	11566	9860	1429	1322	4.251877911011109E-19	2.378217044892214E-16	0.0	"biological_process"
GO:0016032	11566	663	1429	162	7.8084180895519095E-19	4.1689854036307604E-16	0.0	"viral process"
GO:0009987	11566	9158	1429	1251	1.4151706673663876E-18	7.22721506908069E-16	0.0	"cellular process"
GO:0005829	11566	3755	1429	610	3.313060616072572E-18	1.6214670831828512E-15	0.0	"cytosol"
GO:0003723	11566	1359	1429	272	6.134547162883808E-18	2.8822556390093284E-15	0.0	"RNA binding"
GO:0000000	11566	10650	1429	1389	7.270560516207237E-18	3.284615531668085E-15	0.0	"Gene Ontology"
GO:0032502	11566	3468	1429	570	8.868954232862632E-18	3.8583235710816475E-15	0.0	"developmental process"
GO:0045296	11566	255	1429	82	3.9948715445919796E-17	1.6758486129563355E-14	0.0	"cadherin binding"
GO:0070062	11566	1288	1429	258	4.9869849428544414E-17	2.0199008668540783E-14	0.0	"extracellular exosome"
GO:0072594	11566	445	1429	118	1.0251461691190318E-16	4.013788967490716E-14	0.0	"establishment of protein localization to organelle"
GO:0051716	11566	4367	1429	682	1.4050509903836165E-16	5.323783526789019E-14	0.0	"cellular response to stimulus"
GO:1903561	11566	1300	1429	258	1.7032865921838773E-16	6.252126347434945E-14	0.0	"extracellular vesicle"
GO:0043230	11566	1301	1429	258	1.8843862990882113E-16	6.707273172451555E-14	0.0	"extracellular organelle"
GO:0048518	11566	3669	1429	589	3.9300384178526754E-16	1.3577126840028684E-13	0.0	"positive regulation of biological process"
GO:0016020	11566	5873	1429	868	4.160094552528763E-16	1.396127731828653E-13	0.0	"membrane"
GO:0043227	11566	8164	1429	1135	4.59917452032819E-16	1.5006084421048588E-13	0.0	"membrane-bounded organelle"
GO:0071944	11566	4721	1429	724	6.189751584051959E-16	1.9649951920614679E-13	0.0	"cell periphery"
GO:0032501	11566	3739	1429	597	7.019485471626434E-16	2.1697599039401078E-13	0.0	"multicellular organismal process"
GO:0050839	11566	356	1429	99	1.235859828207348E-15	3.722156292852182E-13	0.0	"cell adhesion molecule binding"
GO:0048856	11566	3219	1429	526	1.7782701096429738E-15	5.221890176966593E-13	0.0	"anatomical structure development"
GO:0034613	11566	1653	1429	307	1.899922619506371E-15	5.338291693276413E-13	0.0	"cellular protein localization"
GO:0050896	11566	5058	1429	764	1.908805134663795E-15	5.338291693276413E-13	0.0	"response to stimulus"
GO:0044421	11566	1729	1429	318	2.0499428604050546E-15	5.594179992840784E-13	0.0	"extracellular region part"
