ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0045087	11101	453	324	69	3.5841063889785933E-31	2.3425719358364086E-27	0.0	"innate immune response"
GO:0006952	11101	733	324	86	1.846870643798248E-30	6.035573263932674E-27	0.0	"defense response"
GO:0043207	11101	419	324	60	1.463126060549249E-25	2.390747982937473E-22	0.0	"response to external biotic stimulus"
GO:0051707	11101	419	324	60	1.463126060549249E-25	2.390747982937473E-22	0.0	"response to other organism"
GO:0034340	11101	57	324	26	2.4736564895516982E-25	3.23356376314198E-22	1.2152029691609237E-154	"response to type I interferon"
GO:0006955	11101	1021	324	94	3.143230417633634E-25	3.4240256682755714E-22	0.0	"immune response"
GO:0009607	11101	442	324	61	4.145044213270936E-25	3.8702869968484054E-22	0.0	"response to biotic stimulus"
GO:0071357	11101	54	324	25	1.3284215673624955E-24	9.64729262697919E-22	9.32907023913801E-148	"cellular response to type I interferon"
GO:0060337	11101	54	324	25	1.3284215673624955E-24	9.64729262697919E-22	9.32907023913801E-148	"type I interferon signaling pathway"
GO:0002376	11101	1552	324	117	2.902399528593226E-24	1.897008331888533E-21	0.0	"immune system process"
GO:0098542	11101	194	324	41	3.656234876998939E-24	2.172468286915006E-21	0.0	"defense response to other organism"
GO:0051607	11101	129	324	34	1.6002883298305273E-23	8.716237103143606E-21	1.476672504103018E-304	"defense response to virus"
GO:0009615	11101	185	324	39	5.623688799944921E-23	2.827417692033846E-20	0.0	"response to virus"
GO:0034097	11101	641	324	69	5.230841199593298E-22	2.4420555771815573E-19	0.0	"response to cytokine"
GO:0060333	11101	51	324	22	6.1203962273917996E-21	2.6668606494821867E-18	8.455402908993439E-141	"interferon-gamma-mediated signaling pathway"
GO:0034341	11101	95	324	27	7.894341430721334E-20	3.224838474449665E-17	7.583639003269505E-237	"response to interferon-gamma"
GO:0071346	11101	88	324	26	1.3085203852549826E-19	5.030876022368569E-17	2.670500668160254E-222	"cellular response to interferon-gamma"
GO:0071345	11101	589	324	62	2.992782901640241E-19	1.086712724728923E-16	0.0	"cellular response to cytokine stimulus"
GO:0019221	11101	389	324	49	1.7234904889813536E-18	5.928807282095857E-16	0.0	"cytokine-mediated signaling pathway"
GO:0031347	11101	401	324	49	6.217350966913377E-18	2.0318302959872914E-15	0.0	"regulation of defense response"
GO:0006950	11101	2286	324	132	4.159524585889062E-17	1.2946025092081386E-14	0.0	"response to stress"
GO:0009605	11101	1154	324	86	6.26677318976287E-17	1.8618013440131874E-14	0.0	"response to external stimulus"
GO:0002252	11101	650	324	61	1.6868693390233234E-16	4.793642608633235E-14	0.0	"immune effector process"
GO:0051704	11101	1409	324	96	2.1155981989797392E-16	5.76147909522149E-14	0.0	"multi-organism process"
GO:0002682	11101	777	324	66	1.190010287596492E-15	3.1111628958922686E-13	0.0	"regulation of immune system process"
GO:0050776	11101	515	324	52	2.009399025234566E-15	5.051320011128124E-13	0.0	"regulation of immune response"
