ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0010605	11136	1791	7210	1295	6.995322479164769E-14	1.2478256238334115E-9	0.0	"negative regulation of macromolecule metabolic process"
GO:0010629	11136	1274	7210	939	2.5063915365178864E-13	2.0267749061265036E-9	0.0	"negative regulation of gene expression"
GO:0010468	11136	2914	7210	2045	3.408635899977302E-13	2.0267749061265036E-9	0.0	"regulation of gene expression"
GO:0060255	11136	3870	7210	2675	7.782568889354012E-13	3.4706365962074216E-9	0.0	"regulation of macromolecule metabolic process"
GO:0065007	11136	6732	7210	4531	1.75052700672615E-12	6.245180149196212E-9	0.0	"biological regulation"
GO:0005634	11136	5059	7210	3447	4.381394025752887E-12	1.3025884438563334E-8	0.0	"nucleus"
GO:0050789	11136	6382	7210	4301	7.582296450226871E-12	1.9321857725592417E-8	0.0	"regulation of biological process"
GO:0010467	11136	3623	7210	2504	9.291263479544113E-12	2.0691967192069456E-8	0.0	"gene expression"
GO:0009892	11136	1931	7210	1377	1.0439943083788828E-11	2.0691967192069456E-8	0.0	"negative regulation of metabolic process"
GO:0048519	11136	3243	7210	2252	1.2602726908121889E-11	2.2480744258707823E-8	0.0	"negative regulation of biological process"
GO:0019222	11136	4197	7210	2877	3.114115440224272E-11	5.0499628384291426E-8	0.0	"regulation of metabolic process"
GO:0009057	11136	1067	7210	782	2.353810869157919E-10	3.4989398570032464E-7	0.0	"macromolecule catabolic process"
GO:0016070	11136	3123	7210	2161	3.747256146932119E-10	5.141811934536549E-7	0.0	"RNA metabolic process"
GO:0005615	11136	1589	7210	1136	4.2804128399462115E-10	5.453857445640037E-7	0.0	"extracellular space"
GO:0003676	11136	2845	7210	1976	4.794491753207981E-10	5.701609592914932E-7	0.0	"nucleic acid binding"
GO:0051171	11136	3714	7210	2548	7.79577463788541E-10	8.691314249412497E-7	0.0	"regulation of nitrogen compound metabolic process"
GO:0006139	11136	3934	7210	2691	1.146916901673777E-9	1.2034531583562844E-6	0.0	"nucleobase-containing compound metabolic process"
GO:0097159	11136	4158	7210	2837	1.412261939556256E-9	1.3070750050964612E-6	0.0	"organic cyclic compound binding"
GO:0051172	11136	1569	7210	1119	1.512503049889098E-9	1.3070750050964612E-6	0.0	"negative regulation of nitrogen compound metabolic process"
GO:0043232	11136	3414	7210	2348	1.5205589678378683E-9	1.3070750050964612E-6	0.0	"intracellular non-membrane-bounded organelle"
GO:0080090	11136	3823	7210	2617	1.5387697671838593E-9	1.3070750050964612E-6	0.0	"regulation of primary metabolic process"
GO:0043228	11136	3421	7210	2352	1.787992877681354E-9	1.449737134185454E-6	0.0	"non-membrane-bounded organelle"
GO:0044265	11136	927	7210	681	2.0213463322716384E-9	1.5533938719574434E-6	0.0	"cellular macromolecule catabolic process"
GO:0070062	11136	1259	7210	908	2.0900018458895975E-9	1.5533938719574434E-6	0.0	"extracellular exosome"
