ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0003723	5227	971	151	75	1.3884812375262244E-18	6.292596968468849E-15	0.0	"RNA binding"
GO:1901363	5227	2404	151	107	3.136306142445177E-10	7.001458698779315E-7	0.0	"heterocyclic compound binding"
GO:0097159	5227	2417	151	107	4.6346813981328206E-10	7.001458698779315E-7	0.0	"organic cyclic compound binding"
GO:0003676	5227	1857	151	90	8.519414399666446E-10	9.156769511162585E-7	0.0	"nucleic acid binding"
GO:0070062	5227	734	151	50	1.2234045830228617E-9	9.156769511162585E-7	0.0	"extracellular exosome"
GO:1903561	5227	737	151	50	1.4143289183172571E-9	9.156769511162585E-7	0.0	"extracellular vesicle"
GO:0043230	5227	737	151	50	1.4143289183172571E-9	9.156769511162585E-7	0.0	"extracellular organelle"
GO:0071840	5227	2640	151	110	1.1508451032899237E-8	6.259269433241791E-6	0.0	"cellular component organization or biogenesis"
GO:0005615	5227	835	151	52	1.2430146712086523E-8	6.259269433241791E-6	0.0	"extracellular space"
GO:0044085	5227	1293	151	68	2.8007793802862795E-8	1.2693132151457419E-5	0.0	"cellular component biogenesis"
GO:0044183	5227	17	151	7	2.2304991237277113E-7	9.189656389758171E-5	2.2495089286278962E-49	"protein folding chaperone"
GO:0005576	5227	968	151	54	2.7474219583977044E-7	1.0376096929548664E-4	0.0	"extracellular region"
GO:0032991	5227	2251	151	95	5.024840592804205E-7	1.751736735891435E-4	0.0	"protein-containing complex"
GO:0032555	5227	713	151	43	9.520106481206636E-7	3.029200100078572E-4	0.0	"purine ribonucleotide binding"
GO:0035639	5227	690	151	42	1.0414809512532278E-6	3.029200100078572E-4	0.0	"purine ribonucleoside triphosphate binding"
GO:0032553	5227	716	151	43	1.0694439894363891E-6	3.029200100078572E-4	0.0	"ribonucleotide binding"
GO:0017076	5227	722	151	43	1.3461691106372478E-6	3.2584968080285606E-4	0.0	"purine nucleotide binding"
GO:0006986	5227	76	151	12	1.3749102338793872E-6	3.2584968080285606E-4	8.436862902828477E-172	"response to unfolded protein"
GO:0097367	5227	775	151	45	1.421364879823082E-6	3.2584968080285606E-4	0.0	"carbohydrate derivative binding"
GO:0034248	5227	244	151	22	1.437995060912869E-6	3.2584968080285606E-4	0.0	"regulation of cellular amide metabolic process"
GO:0000166	5227	804	151	46	1.5775018101359028E-6	3.3679567903988446E-4	0.0	"nucleotide binding"
GO:1901265	5227	805	151	46	1.6349304807761382E-6	3.3679567903988446E-4	0.0	"nucleoside phosphate binding"
GO:0099080	5227	563	151	36	2.4885440982326487E-6	4.903513849213202E-4	0.0	"supramolecular complex"
GO:0016043	5227	2532	151	101	2.6649225732142664E-6	4.925493859561564E-4	0.0	"cellular component organization"
GO:0010033	5227	927	151	50	2.7170641325913303E-6	4.925493859561564E-4	0.0	"response to organic substance"
GO:0035966	5227	84	151	12	4.102622061749952E-6	6.982221826428312E-4	3.0086325495201367E-186	"response to topologically incorrect protein"
GO:0006396	5227	551	151	35	4.159752632691183E-6	6.982221826428312E-4	0.0	"RNA processing"
GO:0030154	5227	1116	151	56	5.223642100820743E-6	8.454837857471288E-4	0.0	"cell differentiation"
GO:0006417	5227	225	151	20	5.66127530076911E-6	8.847206780374348E-4	0.0	"regulation of translation"
GO:0031982	5227	1179	151	58	6.093098927094319E-6	9.077052086563293E-4	0.0	"vesicle"
GO:0043168	5227	844	151	46	6.2089279497674775E-6	9.077052086563293E-4	0.0	"anion binding"
GO:0036094	5227	902	151	48	7.012238203630127E-6	9.931082355891167E-4	0.0	"small molecule binding"
GO:0043233	5227	2368	151	95	7.616798241608634E-6	0.0010137597880132538	0.0	"organelle lumen"
GO:0031974	5227	2368	151	95	7.616798241608634E-6	0.0010137597880132538	0.0	"membrane-enclosed lumen"
GO:0022607	5227	1159	151	57	7.829124576448342E-6	0.0010137597880132538	0.0	"cellular component assembly"
GO:0071682	5227	6	151	4	9.60115743397373E-6	0.0011895411404071652	3.540497031304746E-20	"endocytic vesicle lumen"
GO:0071310	5227	751	151	42	9.7116112522209E-6	0.0011895411404071652	0.0	"cellular response to organic substance"
GO:0005524	5227	574	151	35	1.0485705910122896E-5	0.0012505583995967623	0.0	"ATP binding"
GO:0050684	5227	93	151	12	1.2086719241287665E-5	0.0013546426399315224	4.200742589364556E-202	"regulation of mRNA processing"
GO:0042221	5227	1146	151	56	1.2167978441168172E-5	0.0013546426399315224	0.0	"response to chemical"
GO:0043604	5227	434	151	29	1.270256395815883E-5	0.0013546426399315224	0.0	"amide biosynthetic process"
GO:0043232	5227	2085	151	86	1.2831868687845855E-5	0.0013546426399315224	0.0	"intracellular non-membrane-bounded organelle"
GO:0048869	5227	1148	151	56	1.2852964147629185E-5	0.0013546426399315224	0.0	"cellular developmental process"
GO:0043228	5227	2088	151	86	1.3702585369544482E-5	0.0014113662930630817	0.0	"non-membrane-bounded organelle"
GO:0043043	5227	391	151	27	1.4700960782167026E-5	0.0014805500947729104	0.0	"peptide biosynthetic process"
GO:0032559	5227	590	151	35	1.922988342842118E-5	0.0018635417720732515	0.0	"adenyl ribonucleotide binding"
GO:0051082	5227	54	151	9	1.9326227556805567E-5	0.0018635417720732515	4.977232234082961E-130	"unfolded protein binding"
GO:0072562	5227	13	151	5	2.01014195203452E-5	0.0018979090263792594	2.907259206484256E-39	"blood microparticle"
GO:0050839	5227	226	151	19	2.206678529943739E-5	0.002040952468919393	0.0	"cell adhesion molecule binding"
GO:0030554	5227	597	151	35	2.4848760745165095E-5	0.0022522916739417644	0.0	"adenyl nucleotide binding"
GO:0043603	5227	508	151	31	3.734560860895406E-5	0.0033186332983486237	0.0	"cellular amide metabolic process"
GO:0045296	5227	176	151	16	3.982805105849425E-5	0.003442248040981116	0.0	"cadherin binding"
GO:0070887	5227	905	151	46	4.025576923477474E-5	0.003442248040981116	0.0	"cellular response to chemical stimulus"
GO:0009888	5227	515	151	31	4.874690972929836E-5	0.004091129535058892	0.0	"tissue development"
GO:0006457	5227	107	151	12	5.0744179015363325E-5	0.0041813203508659375	5.129503498851092E-226	"protein folding"
GO:0034250	5227	76	151	10	5.5818284080350294E-5	0.004492985288452149	8.436862902828477E-172	"positive regulation of cellular amide metabolic process"
GO:0070013	5227	2326	151	91	5.650930305423048E-5	0.004492985288452149	0.0	"intracellular organelle lumen"
GO:0016887	5227	265	151	20	6.322806560492023E-5	0.004884307738174551	0.0	"ATPase activity"
GO:0101031	5227	16	151	5	6.358653057199878E-5	0.004884307738174551	6.8954064865412615E-47	"chaperone complex"
GO:0140467	5227	9	151	4	7.533638749764638E-5	0.005626536224558544	1.2545364323097018E-28	"integrated stress response signaling"
GO:0010608	5227	358	151	24	7.591446754674914E-5	0.005626536224558544	0.0	"posttranscriptional regulation of gene expression"
GO:0048731	5227	1308	151	59	7.786396015252054E-5	0.005626536224558544	0.0	"system development"
GO:0001649	5227	79	151	10	7.82153093881704E-5	0.005626536224558544	2.9307025376893564E-177	"osteoblast differentiation"
GO:0006412	5227	383	151	25	8.17897343907389E-5	0.005702631942443518	0.0	"translation"
GO:0006414	5227	383	151	25	8.17897343907389E-5	0.005702631942443518	0.0	"translational elongation"
GO:0006518	5227	431	151	27	8.320700632808711E-5	0.005713547767861982	0.0	"peptide metabolic process"
GO:0022613	5227	271	151	20	8.664450719730386E-5	0.005860789651017628	0.0	"ribonucleoprotein complex biogenesis"
GO:0005856	5227	853	151	43	9.755290059658363E-5	0.006501613904466427	0.0	"cytoskeleton"
GO:0016281	5227	10	151	4	1.2274502642316965E-4	0.008062035648547896	2.404247666382457E-31	"eukaryotic translation initiation factor 4F complex"
GO:0045727	5227	68	151	9	1.268176214979848E-4	0.008116653494269772	5.538339404324128E-157	"positive regulation of translation"
GO:0051171	5227	1963	151	79	1.2715851679019282E-4	0.008116653494269772	0.0	"regulation of nitrogen compound metabolic process"
GO:0048024	5227	69	151	9	1.4229276899454984E-4	0.008956539292823609	7.407354504731908E-159	"regulation of mRNA splicing, via spliceosome"
GO:0140513	5227	677	151	36	1.4895291360812236E-4	0.009247323348931651	0.0	"nuclear protein-containing complex"
GO:0015630	5227	548	151	31	1.577866659848077E-4	0.009376857464510868	0.0	"microtubule cytoskeleton"
GO:0034063	5227	19	151	5	1.5778791667742342E-4	0.009376857464510868	2.834795577826766E-54	"stress granule assembly"
GO:0010467	5227	2175	151	85	1.59148328879105E-4	0.009376857464510868	0.0	"gene expression"
GO:0034399	5227	70	151	9	1.59315539445573E-4	0.009376857464510868	1.0052633100627639E-160	"nuclear periphery"
GO:0051726	5227	525	151	30	1.7191739987720264E-4	0.009988841746711313	0.0	"regulation of cell cycle"
GO:0048513	5227	934	151	45	1.8892689549903437E-4	0.010838185954450933	0.0	"animal organ development"
GO:0034641	5227	2463	151	93	2.0334195575758256E-4	0.011519321793667051	0.0	"cellular nitrogen compound metabolic process"
GO:0006996	5227	2026	151	80	2.2558146193785828E-4	0.012621422043239182	0.0	"organelle organization"
GO:0050896	5227	2333	151	89	2.3725337120115452E-4	0.013112588759556492	0.0	"response to stimulus"
GO:0043484	5227	91	151	10	2.5928412129947614E-4	0.014157537803966579	1.2948538636818115E-198	"regulation of RNA splicing"
GO:1990904	5227	437	151	26	2.660172966522051E-4	0.014352266528902303	0.0	"ribonucleoprotein complex"
GO:0034660	5227	250	151	18	2.735237156618485E-4	0.01458364093387644	0.0	"ncRNA metabolic process"
GO:0009889	5227	1491	151	63	2.892834489441425E-4	0.01520807792651641	0.0	"regulation of biosynthetic process"
GO:0003729	5227	167	151	14	2.925609511837631E-4	0.01520807792651641	2.4723E-320	"mRNA binding"
GO:0071345	5227	274	151	19	2.977426379043966E-4	0.01520807792651641	0.0	"cellular response to cytokine stimulus"
GO:0005634	5227	2877	151	104	2.9865819405559585E-4	0.01520807792651641	0.0	"nucleus"
GO:0000377	5227	231	151	17	3.155147225825972E-4	0.01571332662356407	0.0	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
GO:0000398	5227	231	151	17	3.155147225825972E-4	0.01571332662356407	0.0	"mRNA splicing, via spliceosome"
GO:0031981	5227	2012	151	79	3.220675305719138E-4	0.01586532661469471	0.0	"nuclear lumen"
GO:0000375	5227	232	151	17	3.3206085604097E-4	0.0159094339044517	0.0	"RNA splicing, via transesterification reactions"
GO:0031667	5227	130	151	12	3.328121211495259E-4	0.0159094339044517	1.3815812722993791E-263	"response to nutrient levels"
GO:0009987	5227	4693	151	147	3.3349431176586756E-4	0.0159094339044517	0.0	"cellular process"
GO:0080090	5227	2015	151	79	3.402210632563019E-4	0.015971811037352176	0.0	"regulation of primary metabolic process"
GO:0006397	5227	323	151	21	3.4185032449760835E-4	0.015971811037352176	0.0	"mRNA processing"
